gene	CGC	OncoKB	2020Rule	CTAT	Oncogene	TSgene
C1S						
GATA6					ONC	
HLA-DQA1						
CDK18						
TNMD						
RIIAD1						
TRAF3		TSG		TSG		
FAM169A						
MORC1						
ZNF568						
SERPINA11						
SCN9A						
OR6X1						
ADAM21						
CYP1A2						
BAZ2B						
CLDN8						
HSBP1L1						
OAS1						
MYRIP						
ZNF18						
ST3GAL3						
POLDIP3						
PLPP3						
ENTPD1						
FRMD5						
CFAP65						
TMPPE						
UNC5CL						
NUDT19						
SV2C						
TTC19						
KISS1R						
CSRNP1						TSG
PTPRCAP						
ZNF383						
CENPL						
INA						
MINOS1						
BEND3						
TRIM66						
SPOCK1						
C2orf43						
ZNF367						
CDK15						
PRG3						
NOMO2						
CNTROB						
EIF3F						TSG
LONP1						
RAPGEF2						
EEF1D					ONC	
ADAMTS14						
CHRAC1						
EIF3M						
PANK4						
SESN2		TSG				
BEST1						
TMIGD2						
C4orf17						
ATP8B3						
OR8B12						
CLCA2						
TAS2R13						
PHOSPHO2						
LGALS1						
CERS2						
HSD11B1						
BAHCC1						
AGRP						
CCDC110						
SNRPB2						
VWA7						
TRIM69						
SLC26A9						
LAMTOR3						
CLPS						
CHRNA5						
STXBP6						
PLD6						
ARHGEF17						
CNEP1R1						
MPDU1						
ENPP1						
CYP21A2						
HPN						
SLC25A41						
DLGAP5						
IL10						
SCN8A						
ATMIN						TSG
LYPD6						
MMP8						
KDM5D						
GMPPB						
ICAM5						
PDCD4						TSG
APOBEC3H						
EXOC6B						
RHOB						TSG
NSA2						
NMBR						
SDHA	TSG	TSG				TSG
CIRBP						
C12orf75						
FERMT2						
FIZ1						
SLC35A2						
FITM1						
KCNG2						
ADAM23						
PHF21B						
FAM161B						
PCK1						
OR6B1						
RNF182						
BLOC1S5						
KDM2A					ONC	
DCT						
ATP5F1A						
EN1						
SLC1A6						
B4GALT5						
KIRREL						
ABLIM3						
UBALD1						
BCORL1	TSG/ONC	TSG				TSG
C2orf54						
MYH15						
CLUAP1						
ARL4C						
LCLAT1						
TMEM128						
CRLF1						
FAM172A						TSG
BCO2						
TNFRSF19						
MRRF						
WDR7						
MYT1L						
RXFP4						
HSPA12B						
HIST1H4L						
CTRB2						
STK38						
GNAT2						
PDE6B						
OVOL1						
HNRNPU						
F13A1						
NANP						
SEMA4B						
INSM1						
ZBP1						
QSER1						
FANCC	TSG	TSG				
AMDHD2						
KRT33A						
LAMP3						
TBRG4						
BTBD2						
ABHD6						
EFHC1						
ABCF2						
FABP6						
CALHM5						
MPL	ONC	ONC	ONC		ONC	
GAGE2D						
PIR					ONC	
C8B						
ATXN2		TSG				
HIAT1						
NUDT12						
HEYL						
ADD3						
EIF3A						
LIPJ						
SIAH1						TSG
ACACA						
CPLANE1						
TMSB4X	ONC					
HRASLS5						
KCNAB1						
NR3C1						
BEX1						
CRIM1						
MAP2K1	ONC	ONC	ONC	ONC		
IGLL1						
RIOK1						
KCTD12						
PADI2					ONC	
NRIP2						
KERA						
PRICKLE1						TSG
SMYD4						TSG
ITGB4						
PTN						
ABCC11						
SGTB						
RECQL4	TSG/ONC	TSG				
CELA2B						
PPP1R3C						
ESRP2						
SREBF2						
VPS29						
UNK						
SPR						
SERPINB6						
ORAI2						
PPP2R4						TSG
PCDHAC2						
FLG						
SFMBT2						
PSKH1						
CYP26C1						
SMC3		TSG				
CFL1						
EHD1						
PTMS						
CBR4						
TNFRSF10D						
INHBB						
FPR2						
ELF2						
SPRR2D						
SOCS4						
ADSL						
PKD2						
CAPN6						
CEMP1						
MFAP5						
CREB1	ONC	ONC			ONC	
SLC11A2						
SEMA5B						
POLR1D						
THEMIS2						
PLPP4						
TPT1						
CXorf66						
JMY						
UBA3						
FAM217A						
MCUB						
QDPR						
B3GALT1						
DCUN1D2						
SYT9						
ATP5D						
LRG1						
MFSD2A						TSG
C2orf83						
KCNIP2						
MRO						
SELENOP						
ZNF331	ONC/TSG					
SLITRK3						
TMEM61						
B4GALT1						
CYTH4						
HOOK1						
C16orf70						
EN2					ONC	
ZNF653						
CCT5						
ITPA						
OGFRL1						
SKAP2						
ATP6V0E1						
GATA4						TSG
RP1L1						
IFNW1						
GLYCTK						
VN1R5						
WBP1L						
CD37						
SIM1						
C1orf185						
SESN3		TSG				
SSUH2						
DMAP1						
CCDC189						
ALOX12B		TSG/ONC				
ZFP30						
RFX8						
KDM5A	ONC	ONC				TSG
RHCE						
MYOM1						
CPN1						
MRPL20						
METTL12						
CDC42EP4						
BICRA						
PGLYRP1						
IFNA1						
DECR1						
NAA40						
SULT1A1						
NOVA2						
SERPINA10						
ZNRD1						
SELENOW						
IFITM2						
PRR18						
SOX6						
FLT1		ONC				
HMGN2						
RWDD3						
SLC6A11						
GPC2						
OXNAD1						
FOLR2						
PHLDA2						TSG
RIPPLY3						
SERP1						
DBNDD1						
PCDH12						
SRSF2	ONC		ONC		ONC	
SNRPB						
MAGEC3						
CPD						
CST7						
LCE1C						
CWH43						
GSR						
C16orf58						
ARL10						
TRIM11						
MANEAL						
PDCD2L						
GRIK1						
EIF4ENIF1						
MYF5						
RBMS3						TSG
ORC4						
MYBBP1A						
F8A3						
OR6A2						
FAM171A1						
GLT1D1						
PIN1						TSG
ACTG1		TSG				
IFT74						
UBL4A						
MICU1						
SHLD1						
PRKCSH						
ATRAID						
DENND2C						
CMTM6						
OR5T1						
ZNF347						
SYNCRIP						
RADIL						
ANKRD36						
MFSD12						
DST						
ZNF596						
KIAA1598						
ITFG1						
SPHK1						
TIMM21						
NMI						
TOMM40						
PRR20E						
AADACL2						
C4B						
CENPF						
DDX47						
NUS1						
MICALL1						
CNOT6L						
MUC17						
SPDYA						
NKAIN3						
IPO5						
WIZ						
NTSR1						
ZFY						
HMOX2						
TRIM60						
KIF2B						
SLFNL1						
SEC14L1						
AGTR1						TSG
SLC2A5						
SMAD2	TSG	TSG	TSG	PSSIBLE_TSG		TSG
STAB2						
CFAP43						
ZNF35						
CALU						
MEF2B		ONC				
APH1B						
ADD2						
CNOT6						
COASY						
DLAT						
OR2J3						
PKIB						
KIAA0408						
SNAPC1						
STON1						
SEC14L3						
SPCS2						
NRSN2						TSG
LMBR1						
HCN3						
AP1S2						
TINAGL1						
TENC1						
SEC11A						
KRTAP4-11						
TGIF1						
NUP155						
STAG3						
C9orf66						
C20orf196						
ITCH						
TOP1	ONC	TSG				
SPCS1						
LEMD1						
ZNF630						
EBF1	ONC/TSG					
ZDHHC5						
CUL2						TSG
RAB3C						
SIRT7						
UPK3B						
WASH1						
GAGE12G						
UTP20						
CD3EAP						
RFPL2						
HSP90AA1	ONC					
ZNF571						
SFSWAP						
CNOT1						
HOXC4						
YLPM1						
CCDC115						
DIS3L2						
TRIM42						
VEZT						TSG
UGT2B10						
PCDHGC5						
PTP4A3					ONC	
DPH7						
LHX2						
TSACC						
PRR15						
MLLT6	ONC					
HYLS1						
FAM214B						
AMY1C						
PCDHA12						
RNF26						
HLF	ONC				ONC	
NR6A1						
DCTN1	ONC					
ADRBK1						
SDF4						
PDE1C						
CYLC1						
TMC3						
SLC16A2						
ACAT2						
C14orf28						
ALX3						
CBFA2T3	ONC/TSG					TSG
ELN	ONC					
EIF2B3						
KIAA1804						
CXCR5						
SIAH3						
PALD1						
SEZ6L2						
ATP2A3						
MLLT11	ONC				ONC	
OR7C1						
B3GNT5						
UTS2						
WIBG						
EAF2						TSG
FUNDC2						
MET	ONC	ONC	ONC		ONC	
MYOT						
LYSMD2						
GAGE12J						
SPATA5L1						
CRISPLD1						
IFI16						TSG
LHPP						
THSD4						
MSRB1						
ZNF26						
FFAR3						
SCN1B						
ATP6V1D						
SMIM7						
AGT						
DLX2						
ZNF878						
CTCFL						TSG
ERO1A						
FLRT3						
PNPLA2						
CD46						
ATP6V0B						
DERL2						
SEC61A2						
HIST1H1T						
JAK2	ONC	ONC	ONC		ONC	
GOLT1A						
XYLT1						
FAM200A						
ALDOC						
ARHGAP36						
COQ10A						
TUBA4A						
TSPY3						
SDHD	TSG	TSG				TSG
HCLS1						
KRT5						
SPTSSA						
SLC16A4						
CELF3						
FAM150B						
MAP2K6						
PAQR8						
MAVS						
ELF5						
NAA16						
SOCS6						
MIOX						
ADAMTS19						
PSMG3						
PEX19						
CDH8						
TMEM92						
KCNG3						
ST3GAL5						
GNRHR						
EHHADH						
IFI44L						
NBPF7						
MBD3L5						
MTRF1						
FOXC1						TSG
OPA1						
CCDC92						
SOX1						
N4BP1						
PYCRL						
LGSN						
LRRC8E						
PPHLN1						
SMR3A						
DLX4						
STARD5						
FBXL21						
C1orf229						
ARTN						
MT1M						TSG
GLS2						TSG
PAOX						
C2orf73						
TUSC2						TSG
DNAAF1						
GMEB1						
VSIR						
OR10K2						
LEMD3						
ZBTB42						
DNMT3A	TSG	TSG	ONC	TSG		TSG
IGSF3						
TTC7A						
PPP1R9B						
CAPSL						
KLHL38						
CA11						
GPHA2						
SPACA5						
DHRS4						
GPATCH4						
PABPC1L						
ZNF735						
MAP3K14		ONC				
BMP8A						
SUPT3H						
PIGW						
C8orf4						
SERPINB1						
CPA2						
FAM110B						
GPR88						
CDC25B						
SPATC1L						
KNOP1						
ZNF407						
UPF1						
FNIP2						
SPACA4						
KCNS2						
TREML4						
SEPSECS						
TMEM86A						
HCK						
LOC200726						
TMEM136						
HRG						TSG
ENPEP						
SLC15A4						
SLC16A1						
ELOB						
LGALS12						
COQ9						
SLC25A13						
ERAS					ONC	
DFFB						
CDC42BPA						
GTF2H3						
UHRF1BP1						
OR5AS1						
UPB1						
ASNS						
SGK223						
C9orf139						
TOR1AIP1						
PTPN20B						
IQSEC3						
EIF5A2					ONC	
SMPX						
PSTPIP2						
PTPN7						
APOPT1						
CENPBD1						
C19orf24						
HOOK3	ONC					
SERPINB12						
TSNAX						
TBCB						
APOM						
COL13A1						
AP5Z1						
ING2						TSG
LAT2						TSG
C8orf46						
GNB1		ONC				
RCBTB2						
PDZD2						
TSSC4						TSG
ALDH6A1						
PRTG						
NEIL2						
CCDC19						
CDCA5						
RET	ONC	ONC	ONC		ONC	
PRRG3						
STT3A						
SNUPN						
APOC4						
PRADC1						
RTCB						
RAB24						
SUPT4H1						
GAGE12H						
ENKUR						
SPEG						
ARL11						TSG
GNB5						
MED1						
CTIF						
FSTL1						
TFAP2A						TSG
CHRNA7						
DNA2						
PDHB						
HPS1						
NTRK1	TSG/ONC	ONC			ONC	
PRLHR						
EMR2						
SRL						
LILRA3						
AP5B1						
ITGB3BP						
SLC16A7						
CCKAR						
NSMF						
MCM10						
CDKL2						
CBL	TSG/ONC	TSG	ONC		ONC	TSG
TXNDC16						
SLC9A3R2						
PLCB1						
GSDMC						
DNASE2						
USP47						
NCKAP1L						
UCK2						
CLPTM1						
ADPRHL2						
PPP2R5D						
ZNF778						
AMIGO1						
CEBPG						
GLYR1						
CYP2B6						
CHD6						
CMA1						
HMX3						
ABCA7						
FBLN2	TSG					
SOCS5						
PANX2						TSG
DNAJB8						
KLF5		ONC		PSSIBLE_ONCOGENE	ONC	TSG
KRT14						
FGFR1	ONC	ONC			ONC	
ZIK1						
KCNA7						
CPA3						
UBAC1						
GK5						
PHIP						
ZNF417						
GDAP1L1						
HMGB4						
RNF4						
FAM26E						
ANKRD20A3						
IFNGR2						
CAPN10						
MAK						
CCDC129						
PDS5B		TSG				TSG
IL27RA						
TSHB						
ASAH2						
MTFMT						
TMUB1						
DCUN1D4						
PTGER3						
CIB4						
MEX3C						
GLIPR1L1						
ZNF100						
FERMT1						
EXOC2						
ZNRF4						
ACSL4						
B3GNT4						
ANK2						
NPC1L1						
VSIG10						
FARSB						
CLEC11A						
TNFSF12-TNFSF13						
GALM						
AMBN						
HIST1H2AC						
PYDC1						
COL24A1						
TRHDE						
MED26						
LDLRAP1						
ST8SIA2						
GPR125						
MTX2						
TBX6						
AFF2						
ADGRE1						
TUBB2A						
IQGAP1						
LTK						
INAFM1						
LRR1						
SLC1A4						
PRRG2						
C7orf57						
TMA16						
GLP2R						
KIRREL1						
OR2AT4						
NUDT2						
BET1L						
SERPINA7						
TEFM						
AMELX						
HUWE1						
SQLE						
JMJD8						
SZRD1						
AIMP2					ONC	TSG
FAM132A						
ADAM10						
CCDC120						
PCDH11X						
GJB4						
SBSN					ONC	
CCT8L2						
VWA5A						TSG
PGS1						
SPRR2E						
LYPD1						
ANKS6						
CCR3						
NUDCD1						
R3HDML						
DPP9						
CTBS						
KCNRG						TSG
UGT2A1						
PIGU					ONC	
GNA14						
CALHM3						
C10orf128						
SPANXN2						
HEXIM2						
HGSNAT						
ALDH3B1						
UBR5	ONC	ONC				
ZCWPW2						
RIMS3						
CAVIN3						
ZNF600						
MOB3C						
JMJD1C						
EMP2						TSG
AHR						TSG
RHOF						
DVL1						
OR51S1						
LONRF3						
HDAC11						
ATP5PB						
AP2M1						
GPR182						
TBL3						
SKOR1						
FEM1C						
MAGEA2						
TMEM88						
KPNA1						
USP19						
EXOC5						
SLC15A1						
SEMA3G						
KIAA1841						
ANKRD53						
KCNH6						
TRIM7						
STIM1						
TRIM49						
TBC1D24						
LCOR						
KIAA0196						
TXNDC9						
PPP1CC						
OR10Z1						
FAM3C						
LYAR						
USP48						
NCK1						
CSMD2						
RPS15A						
BAI3						
MBTPS1						
C15orf27						
CACNG3						
ZNF442						
TMEM121						
MGAT5B						
MAPKAPK3						
RRP36						
UNKL						
P2RX1						
PKIA						
VEGFB						
FPGS						
FAM187B						
EIF2D						
CLDN6						
LIN9						TSG
PPP1R1C						
DTD1						
WNT8A						
IRF4	TSG/ONC	ONC			ONC	TSG
MICU2						
ACVR2A	TSG			PSSIBLE_TSG		
MGME1						
MMP2						
CEP170B						
ACTBL2						
HNRNPH1						
MYOF						
HNRNPUL2						
RCE1						
TNNC1						
CDH13						TSG
DEFB113						
ARID3B		ONC				
IMPDH1						
FAM71C						
COMMD10						
VIP						
ALG13						
EIF1						
ZNF624						
STOX1						
IRS1		ONC				
GOLGA6L6						
ATP5F1E						
KIAA0232						
ABHD3						
SEMA4D						
APOC2						
PSORS1C2						
ABHD11						
SRSF5						
PAGE1						
MILR1						
NFATC1						TSG
CAVIN1						
STX1A						
PGAM2						
KCNJ8						
ITIH1						
SAA2						
TAF13						
ARFGEF2						
GUCA2A						
REG1B						
LTN1						
PLGLB2						
KAL1						
SLC6A16						
MYD88	ONC	ONC	ONC		ONC	
SEMA4C						
SRCAP						
COPG2						
ANAPC2						
SYTL5						
OR1L1						
BRIX1						
NUP43						
SENP6						
PVRL1						
CXorf36						
MYLK3						
CLDN16						
TMEM132A						
RASSF6						
KPNA7						
CEP57L1						
CALN1						
ARHGEF2					ONC	
POLR2C						
OR51A4						
RPS3						
BTBD1						
SIGLEC12						
P2RY2						
CLDN10						
SNRPA1						
ALOXE3						
MFSD10						
PTCHD3						
PGD						
GRIP1						
CETN1						
SLF1						
GNE						
MTF2						
OSBPL8						
DCP1B						
STX8						
CCDC42						
COPS7A						
COX17						
GABBR1						
TOP3B						
CNBD2						
RPL15						
CILP						
ZNF311						
PPM1G						
GNAI2					ONC	
HIBCH						
SNRPC						
PNRC1						
CHRM2						
SETD1B	TSG					
TAT						TSG
MYRF						
TMPRSS15						
PRPH						
DNAH9						
IZUMO4						
SLC25A31						
XAGE1A						
VPS54						
KCNB1						
PSCA						
SLC25A14						
HYPK						
METTL25						
TMEM95						
ZZEF1						
CDC26						
KIF26A						
TMEM81						
TEKT1						
MED27						
PRELID3A						
POP7						
BRI3						
CLEC4F						
OR52E4						
ITGB2						
CSH2						
TNR						
FAM3A						
HNRNPH3						
CCDC185						
SAR1A						
PBX1	ONC				ONC	
SMAD3	TSG	TSG				
MAEA						
POLR3GL						
RABL2B						
PPP1R3D						
C3orf30						
SPEF2						
RIPK2						
OR2L13						
FMN1						
CFAP161						
MGST2						
LARS						
WASHC5						
LRCH4						
GJD4						
OR1F1						
ELP2						
ZDHHC7						
OR56B4						
HRH1						
MDM2	ONC	ONC			ONC	
CHI3L2						
EDNRA						
IL4						
PPP1R3B						
TMEM220						
ZMYM4						
PSTK						
GHDC						
MYO1H						
MBD3L1						
TBPL2						
VPS18						
KLKB1						
DMRT3						
C7orf26						
PLXNB2				PSSIBLE_ONCOGENE		
MCFD2						
ICMT						
PSMD3						
CARMIL1						
NFRKB						
MS4A14						
PECR						
POLR2D						
ARHGDIG						
UPK3A						
LILRB1						
PYCR2						
PARG						
RPL9						
C9						
ARHGAP4						
JAK3	ONC	ONC	ONC			
SCGB1D4						
CCL19						
NDUFAF4						
GLT8D2						
DUSP2						
PPP2R3C						
C7orf63						
FAM20A						
MISP						
KCNA2						
RYK						
TPRKB						
GRIK4						
GUF1						
CYP4X1						
LRRC39						
XPO6						
HDGFRP3						
KIR3DL1						
RTBDN						
PDZD3						
SLC30A6						
CLEC5A						
C17orf80						
RNF115						
FPR3						
SRRT						
MB21D2						
SCYL3						
ISCA2						
LAGE3						
ARMH1						
DNAJA4						
HIST1H2BH						
C9orf47						
PDLIM3						
SCGB3A1						TSG
AP3M1						
C11orf68						
CPSF1						
TLR1						
JADE1						
ATL3						
ZIC2					ONC	
CA4						
RIPK3						
TBCD						
RASAL3						
FUT11						
FMO1						
SHE						
OR51F1						
HIST1H4G						
LIAS						
LRRC26						
NFAT5						
XIAP		ONC			ONC	
SI						
LRRC18						
EPAS1	TSG/ONC					TSG
LRRN4CL						
DCN						TSG
PHLDB2						
KDM1B						
NACA	ONC					
ST7L						
EPCAM		TSG			ONC	
PYROXD1						
PRB2						
WDR24						
RGPD4						
OR6T1						
DDX55						
KLHL5						
FOXD4L6						
COPB2						
RASAL2						TSG
EGF						
ADCY3						
ALKAL2						
RNASE3						
BARD1	TSG	TSG			ONC	TSG
IL17RC						
GOLGA1						
IMMT						
PCNX3						
FBP2						
ALX1						
FBXO33						
UGT2A3						
NUDT3						
DIP2A						
DNAJC17						
CCT6B						
RNF214						
LTB4R						
ATE1						
ZNF799						
BMP7					ONC	
PRDM9					ONC	
SEMA6A						
CCDC94						
PTGES						
PYROXD2						
SLC6A15						
PDXK						
APOBR						
PRSS48						
CHST15						
GALR2					ONC	
EEF2K						
ZNF679						
ELAC1						
TTC39C						
CCDC36						
OXSM						
SLC9A9						
PASD1						
RNMTL1						
RTL9						
ZNF182						
OR51A7						
WT1	TSG/ONC	TSG/ONC	TSG	PSSIBLE_ONCOGENE	ONC	TSG
USP33						TSG
NKX2-5						
CCDC105						
LRIT2						
MUSTN1						
FASN					ONC	
FKBP14						
MEIS1					ONC	
MRPS7						
TRIML2						
TMEM55A						
SYNJ2BP						
GLDN						
IGSF9						
MTIF2						
GTF2H5						
RRS1						
HRASLS2						TSG
STX2						
ATP6AP1						
CLEC2A						
SNX7						
HCRTR1						
PCYT1A						
EREG						
TMEM116						
AFAP1L1						
CCDC67						TSG
TRPV2						
MIXL1						
PDZK1						
TRUB1						
PPP1R10					ONC	
UBE2I						
FAF1						
PPP1R7						
CRCP						
CAND2						
DUSP18						
KIAA1147						
FAM20B						
UBE2J1						
ACTN2						
TMEM50A						
ELOVL1						
VWA5B2						
FAM107B						
IKBIP						
SLC38A6						
IQCK						
HOXB4						
CD6						
ZNF134						
DHRS4L2						
CIAO3						
ACTR5						
CFAP100						
SLC34A1						
SPTBN2						
ZNF611						
C9orf43						
FOXO3	TSG/ONC					TSG
KCNK13						
ADCY7						
TCEAL4						
CPLX4						
TRIM43B						
PPOX						
ZBTB18						TSG
TRIM77						
LEPREL2						
NR2E3						
SPAG4						
HEBP2						
ALG5						
LXN						TSG
ADAMTS8						TSG
GLRX3						
GLB1L3						
ZNF23						
ARRDC5						
FNDC8						
CEP78						
DNAJC22						
FBXL16						
RDM1						
SEPT1						
SHC2						
COQ4						
OR2B11						
SH3D19						
MGEA5						
MYLK2						
CDK14					ONC	
PIP						
MX2						
DPEP2						
MCOLN1						
TAS2R5						
TRIM17						
C9orf156						
FAM210A						
BZRAP1						
SRPRB						
HEATR1						
MEGF11						
CALM2						
LPL						
GRXCR2						
GPR153						
LIMS2						
LYPLA2						
NECAP1						
TAMM41						
C9orf116						
TMEM248						
PNMAL2						
ANKRD44						
EIF4A3						
SEZ6L						
AUTS2						
OR2K2						
PHF24						
GZMM						
PRR24						
ZNF490						
GABRA4						
PAK6						
ZFP57						
DFNB59						
C1orf52						
TATDN3						
ERAL1						
TNFSF9						TSG
PLSCR3						
E4F1						
TENM4						
APAF1						TSG
SEC14L4						
JAML						
POLE	TSG	TSG				
SLC12A8						
ANXA9						
CHML						
SIX5						
C4orf50						
TLR4						
CNPY3						
DNASE1						
L3HYPDH						
CC2D2A						
IL18						
TAF6L						
MRPL35						
ZNF48						
ULBP3						
VTA1						
TAF4B						
BDP1						
BEND4						
PRELID1						
CHCHD7	ONC					
RTCA						
CMTM2						
CTNNAL1						
IGFBP5						TSG
SLC19A3						
TM2D1						
FANCM						
SURF2						
ATXN7L2						
RP2						
PAPLN						
TSPYL1						
RABIF						
SHCBP1						
STUM						
SMIM4						
SPICE1						
MCCD1						
NUTF2						
C11orf94						
DNAH8						
AMPD1						
C3						
HIGD1A						
BAZ1A	TSG					
C10orf120						
C15orf52						
OR2A2						
ZNF280B						
SLC24A3						
RASL12						
PTTG1					ONC	
ZNF560						
RYR2						
CSHL1						
LYPLA1						
LRP6		ONC				
IMP4						
SEC24A						
DCBLD1						
EXD1						
GATA3	TSG/ONC	TSG/ONC	TSG	PSSIBLE_TSG		
ATP8A1						
CD38						
RAB39B						
PVRL2						
AIMP1						TSG
POLR2B						
SPATC1						
MTMR7						
MLH1	TSG	TSG	TSG			TSG
TSTD1						
TRIM71						
L1TD1						
GBP2						
SLC22A8						
CASP14						
MRTO4						
ARRDC2						
PLPPR2						
TECPR2						
FAM109A						
OCSTAMP						
GXYLT2						
SYPL1						
RGPD8						
C20orf141						
NYNRIN						
PRR21						
MRPL55						
GTF2E1						
C11orf83						
RBFA						
FXYD7						
BLOC1S3						
ANKRD6						
ARNTL						TSG
GUCY2C						TSG
USE1						
EEA1						
TMEM91						
IL22RA2						
ABCB8						
EDEM3						
VPS28						
NDUFA8						
RNF139						
KLHL36						
BUD13						
SLX1A						
H2AFJ						
ZNF264						
KCNJ4						
RPUSD2						
HINT1						TSG
ATP5J2						
ZFAND2B						
VAMP1						
RTN3						
RAB3A						
SLC17A9						
EFR3B						
DPP8						
PRIMPOL						
GLYATL3						
RRM2B						
BORCS7						
PPM1B						
KRTAP9-9						
RPRD1A						
PRDX1						
PITPNA						
DDIT3	ONC				ONC	
SIPA1L1						
USP40						
ACO2						
DHFR2						
C1orf87						
TMEM121B						
AKIP1						
SGSM3						
ZSCAN9						
CHRDL2						
DIO3						
CAPN15						
CRIPAK						
TBC1D15					ONC	
OBSL1						
MINA					ONC	
GNG4						
PANX3						
HFM1						
TNFRSF25						
PRLH						
CCDC74B						
ITGAD						
AVPR1B						
PARP3						
KRTAP17-1						
KBTBD11						
TRMT61B						
CPNE8						
SHANK3						
ZNF565						
DAPL1						
HYPM						
AKR7A3						
MEIOC						
CYTH3						
LRIF1						
RASSF10						TSG
C4orf26						
REP15						
OR8B2						
HNRNPA1L2						
ATP5G3						
C11orf74						
MLX						
MAGI1						
PDE6H						
GPRC6A						
LBX1						
TCEAL3						
TSPY2						
INPP4A						
PPP2R1B						TSG
AGBL3						
XPA	TSG					
USP13						
PSMA4						
SH2D3C						
MRGPRX3						
TMEM150B						
KRTAP4-2						
C1orf35						
IFFO2						
FGFBP2						
GAB2		ONC			ONC	
NINJ2						
CINP						
C9orf114						
OSMR						
SFXN3						
ATP5PF						
MTHFD2L						
C5orf52						
KLHL20						
C6orf120						
EGFL6						
INCA1						
TMEM259						
ALOX5AP						
TMEM219						
EMP1						TSG
STX3						
HS3ST6						
DOPEY1						
C6orf57						
FOXA1	ONC	TSG/ONC		PSSIBLE_ONCOGENE	ONC	TSG
ARHGAP40						
ATXN7		ONC				
TAS2R4						
HELZ						
NECAB1						
HAGHL						
ARHGEF4						
HEATR6						
LCE1F						
NHSL1						
NT5C2	ONC	ONC				
OXSR1						
BRAT1						
PUS1						
PCYOX1						
RNF126						
ASPRV1						
FKBP6						
OR2G3						
GLIPR1						TSG
PCED1B						
PI3						
LSM11						
PTEN	TSG	TSG	TSG	TSG		TSG
INSC						
LMO3					ONC	
CACNG7						
ZCCHC5						
C12orf40						
PLCB3						
TMEM89						
CTTNBP2						
OR51M1						
ZNF215						
RILP						
C10orf32						
BCAR1						
SOS1		ONC		ONC		
EMC1						
CPSF4						
LOX						TSG
TRERF1						
CT47B1						
COLCA2						
RANGAP1						
DCSTAMP						
OR10Q1						
TMEM164						
APBB1IP						
MYO16						
MKS1						
PTPN23						TSG
TPRA1						
PGRMC1						
PRPF4B						
MPZ						
FAM206A						
IVL						
TBC1D28						
C2orf42						
NPM2						
SNAPC4						
SLC47A1						
DDX1						
AGO2						
AIFM1						
ZNF792						
SOHLH2						
MC3R						
SEC62					ONC	
PLCG1	ONC	ONC				
