PROTEIN_ID	GENE_NAME	PUBMED_ID	dbSNP_ref
P78358;A1L417;B7WNL9;Q7LBY4;Q9NY13	CTAG1B		
Q9HC47;B0YIZ3	CTAGE1		
Q96RT6;A2RUF2	CTAGE1		
Q8IX95	CTAGE3P		
Q8IX94;A8K871;O95046	CTAGE4		
Q86UF2;A4FU29;Q3ZCM5	CTAGE6		
P0CG41	CTAGE8		
A4FU28	CTAGE9		
A4D2H0;A6H8Z8	CTAGE15		
Q8NEC5;Q96P76	CATSPER1		
Q96P56;Q8NHT9;Q96P54;Q96P55	CATSPER2		
Q86XQ3;Q86XS6	CATSPER3		
Q7RTX7;A1A4W6;Q5VY71	CATSPER4		
Q9H7T0;A0AV51	CATSPERB		
Q86XM0;Q6ZRP1	CATSPERD		
Q5SY80;B4DZR4;B7Z7X5;E9PEA3;Q8IYZ6	CATSPERE		
O60888;A2AB26;A2BEL4;Q3B784;Q5JXM9;Q5SU05;Q9NYQ9	CUTA		
Q5VT33	LINC01545		
Q8TB03;B3KW28;D3DWB5;Q5JPF5;Q8N941	CXorf38		
Q8N9T2;Q05CP2;Q14CJ5;Q7Z3P3	NKAPP1		
A8MYA2	CXorf49B		
Q96LI9	CXorf58		
A0A1B0GTR3	CXorf51A		
P0DPH9	CXorf51B		
Q8N2A0	LINC00269		
A6NEN9	CXorf65		
Q5JRM2	CXorf66		
O95452;B3KQN2;Q5Q1H9;Q5Q1I0;Q5Q1I1;Q5T5U0;Q8IUP0	GJB6		
Q6PEY0;B3KXL0;Q96KP0	GJB7		
P19875;Q6FGD6;Q9UPB8	CXCL2		
P19876;Q4W5H9	CXCL3		
P42830;Q96QE1	CXCL5		
P80162;B2R4X3;Q4W5D4	CXCL6		
P02775;B2R5F3;Q6IBJ8	PPBP		
O43169;A8K6B1;J3KNF8;Q96CC3;Q9BT35	CYB5B		
Q69YQ0;B7Z758;F5H1H6;O15081	SPECC1L		
Q5M775;B4DHH0;B7WNS8;Q5IBP1;Q5IBP2;Q5IBP3;Q5IBP4;Q5M772;Q5M773;Q5M774;Q86XT8;Q8N4U4;Q8WU84;Q9HCQ3	SPECC1		
P01036;Q9UBI5;Q9UCS9	CST4		
P09228;Q9UCQ7	CST2		
Q8WUS8;B2RDS1;Q9P0D1	SDR42E1		
A6NKP2	SDR42E2		
P53355;B7ZLD2;B7ZLE7;Q14CQ7;Q1W5W0;Q68CP8;Q6ZRZ3;Q9BTL8	DAPK1		
Q9UIK4;E9JGM7;O75892;Q24JS1	DAPK2		
Q5T6F0;A8KA70;D3DRL6;Q5T6E9;Q5T6F1;Q6P3V0;Q7L4F8;Q96PZ5;Q9NXA9;Q9UFJ1	DCAF12		
Q9NV06;Q3MII9;Q8NCH8;Q8TC51;Q96JY7;Q9NZX3	DCAF13		
Q99259;Q49AK1;Q53TQ7;Q9BU91;Q9UHH4	GAD1		
Q9H816;Q9H9E5	DCLRE1B		
Q96SD1;D3DRT6;Q1HCL2;Q5JSR4;Q5JSR5;Q5JSR7;Q5JSR8;Q5JSR9;Q5JSS0;Q5JSS7;Q6PK14;Q8N101;Q8N132;Q8TBW9;Q9BVW9;Q9HAM4	DCLRE1C		
Q8NEL9;G5E9D1;Q8WVH3;Q96LL2;Q9C0F8	DDHD1		
O94830;B3KWV2;B3KXB5;Q9H8X7	DDHD2		
Q96GQ7;A0AVB6;B7ZLY1;Q5VXM7;Q8WYG4;Q969N7;Q96F57;Q96L97;Q9BWY9;Q9BXF0;Q9H990;Q9NWU3;Q9P0C2;Q9UGD6	DDX27		
Q9NUL7	DDX28		
Q9H8H2;Q5K6N2;Q5K6N3;Q5K6N4;Q5VZJ4;Q5VZJ9;Q96E91;Q96NY2;Q96SX5;Q9H5K6	DDX31		
O00571;A8K538;B4E3E8;O15536	DDX3X		
O15523;B4DK29;B4DXX7;Q8IYV7	DDX3Y		
O15121	DEGS1		
Q6QHC5;Q6P492	DEGS2		
P0CG12;A8MYX8;Q71E72;Q8NDH8;Q8WV66;Q9NX73	DERPC		
P60981;B2R6N2;B4DYA6;P18282;Q5W166;Q6IAW2	DSTN		
Q7L5Y6;B3KNN6;Q2VPC0;Q9NWD5	DET1		
Q9Y6T7;A4D116;A4D117;A8MXU2;O75241;Q2M377;Q75MF9;Q75MU7;Q86UI5;Q86UM9;Q9UQ29	DGKB		
Q16760;Q14158;Q6PK55;Q8NG53	DGKD		
P52429;Q8TBM4;Q9UKQ3	DGKE		
P49619;B2RAH4;Q2M1H4;Q5FWG1	DGKG		
Q86XP1;A2A2W7;A6NFX7;B4DZ34;Q5VZW0;Q6PI56;Q86XP2;Q8N3N0;Q8N7J9	DGKH		
Q9P1J3	DHRS4-AS1		
P00367;B3KV55;B4DGN5;Q5TBU3	GLUD1		
Q6UWP2;A0A0U5BLD0;B2RDZ3;Q9BUC7;Q9H674	DHRS11		
A0PJE2;Q96GB2;Q9H8H1	DHRS12		
Q6UX07;B4DJC5;Q96BH7	DHRS13		
Q96LJ7;D3DS71;Q8NDG3;Q96B59;Q96CQ5	DHRS1		
Q13268;D3DS54;Q53GS4;Q7Z789;Q9H2R2	DHRS2		
Q8TF46;Q8N1N8;Q8WTU9;Q96CM7	DIS3L		
Q6E0U4;A3EZ79;A3EZ80;A3EZ81;A3EZ82;A3EZ83;C9J4P6;C9J5N8;C9JAL3;Q32W58;Q32W62;Q32W63;Q32W64;Q32W65;Q32W66;Q32W67;Q6E0U5;Q6UXC7;Q96EW8;Q9BSY6	DMKN		
Q5VZB9;A1L481;Q8N8Y9;Q9H4B9	DMRTA1		
Q96MA1;Q96SD2	DMRTB1		
Q5HYR2;Q5HYR0;Q5U5K2;Q8N6L3;Q96SD3	DMRTC1B		
Q8IXT2;Q8N6Q2;Q96M39;Q96SD4	DMRTC2		
P51530;Q2NKM1;Q5TC49;Q5TC50;Q6P455;Q6PI80;Q7Z6H9;Q8N346	DNA2		
Q8IYX4	DND1		
P49917;Q8IY66;Q8TEU5	LIG4		
P49184;D3DWW7;Q5HY41	DNASE1L1		
Q92874;E9PBY4;Q6JVM2;Q6JVM3	DNASE1L2		
Q13609;B2R8B1;B7Z707;O75803	DNASE1L3		
Q5T8R8;Q96NB0	DOCK8-AS1		
P16444;D3DX80;Q96AK2	DPEP1		
P09884;Q86UQ7	POLA1		
Q8NBI3;B6EV15;Q5SNX0;Q6UWK8	DRAXIN		
P01903;A2BET4;Q30160;Q6IAZ1;Q861I2;Q9TP70	HLA-DRA		
P01911;A0MWF2;A0N0W1;A2ICT1;A2TGX3;A4F5N0;A4ZXA5;A4ZXA6;A4ZY86;A5H000;A5HKN8;A7DZP9;A7LA26;A7UHG2;A7X5B1;A7X5B7;A7X5E0;A7X5E6;A7X5H8;A7X5J4;A7X5K7;A8K098;A8YQE9;A9JPG0;B0BK85;B0LUZ6;B0UYW1;B1GWE7;B2CR03;B2LVF9;B2NJ29;B2ZCY1;B3VTP8;B3VTQ3;B5A8Y2;B5A8Y3;B5B8U0;B5B9V5;B5B9V6;B5LZ25;B5QSK8;B6VCX2;B6VEL9;B7UDB2;B9VRA4;B9X248;C0LAB5;O02876;O02930;O19585;O19717;O19718;O19739;O19788;O46699;O46793;O46872;O62869;O62889;O77969;O78047;O78210;O98212;P01912;P01914;P04229;P13758;P13759;P13760;P13761;P20039;P79545;Q06662;Q0PGR5;Q0PQ39;Q14280;Q14QT2;Q155F7;Q19AF2;Q19K86;Q1AP33;Q1G0Z9;Q1JRP3;Q1KLJ6;Q27PR6;Q27PR7;Q29673;Q29720;Q29722;Q29734;Q29770;Q29771;Q29772;Q29790;Q29792;Q29800;Q29806;Q29833;Q29874;Q29875;Q29886;Q29968;Q29974;Q29975;Q2A120;Q2HZE5;Q2L9H4;Q2LE76;Q2MF40;Q2MJA6;Q2MZ92;Q2VQU1;Q2YHQ2;Q30006;Q30108;Q30112;Q30115;Q30116;Q30117;Q30120;Q30134;Q30142;Q30145;Q30149;Q30159;Q30166;Q30167;Q30200;Q307W5;Q31636;Q32MY7;Q3HUP9;Q3KTM1;Q3LA84;Q3LA87;Q3LA88;Q3LA89;Q3LA90;Q3LA91;Q3LA92;Q3LA93;Q3LA94;Q3LA95;Q3LA96;Q3LA97;Q3LA98;Q3LA99;Q3LAA0;Q3LAA1;Q3LAA2;Q3MQ60;Q3T919;Q4PRC3;Q4PRC5;Q4VZY7;Q53IG1;Q56FN9;Q56FP1;Q56FP2;Q56FP3;Q58F52;Q5BM92;Q5EER6;Q5K3W2;Q5NDB9;Q5U9W6;Q5UBA2;Q5UT58;Q5W3L4;Q5Y7A7;Q5Y7B0;Q5Y7B9;Q5Y7E9;Q5Y7G0;Q683P7;Q6REE2;Q6T865;Q6U387;Q701T1;Q70GL2;Q70Q85;Q768U2;Q768U4;Q7M2H4;Q7YNY9;Q7YP03;Q7YP04;Q7YQ26;Q7YQA3;Q7YQA5;Q860D8;Q860D9;Q860E5;Q860H8;Q860S0;Q860Z3;Q861G6;Q861H0;Q861H4;Q861H5;Q861H7;Q861H8;Q8HWQ6;Q8MH59;Q8MH60;Q8WLU3;Q8WMA0;Q95348;Q95383;Q95389;Q95461;Q95HK1;Q95HL0;Q95HL1;Q95IE3;Q95IG2;Q95IT6;Q96HZ9;Q9BCL7;Q9BCP0;Q9BCP1;Q9BCP2;Q9BCP5;Q9BD21;Q9BD33;Q9BD40;Q9GIK5;Q9GIL5;Q9GIL6;Q9GIP3;Q9GIX8;Q9GIX9;Q9GIY0;Q9GIY1;Q9GIY2;Q9GIY3;Q9GIY4;Q9GJ25;Q9GJ56;Q9GJ57;Q9GJ58;Q9GJ60;Q9GJF8;Q9GJF9;Q9GJG0;Q9MXZ0;Q9MXZ5;Q9MY13;Q9MY45;Q9MY56;Q9MYF5;Q9TPB6;Q9TPW1;Q9TPW3;Q9TPW9;Q9TPX4;Q9TQ37;Q9TQ91;Q9TQE0;Q9UBY1;Q9UIM9;Q9UIN0;Q9XRX1;Q9XRY4;Q9XRY5;Q9Y453;Q9Y4H7	HLA-DRB1		
P79483;A0ZXY9;A7MA46;B5AU12;B5AU13;B5AU14;B8YAC6;C6H115;C6H116;O02875;O19590;O46701;O46794;O78049;O78162;P01913;P79663;Q29721;Q29809;Q2PPD0;Q30144;Q507L8;Q5SP44;Q5STE0;Q6YJU6;Q70M87;Q7YQ62;Q860I9;Q8SP69;Q8WLT7;Q8WLT8;Q95359;Q95HM8;Q95IE5;Q96H16;Q9BCP3;Q9BD18;Q9MYA4;Q9MYH3;Q9MYH4;Q9TP01;Q9TP02;Q9TPB5;Q9TQ21;Q9UIN3;Q9UIN5	HLA-DRB3		
P13762;B0S863;O78042;P79664;Q29889;Q30163;Q6TLK6;Q860N4;Q861F3;Q8WLT9;Q9BS54	HLA-DRB4		
Q30154;B2RBV6;C7C4X3;O00157;O00283;O46700;Q29703;Q29787;Q29788;Q30126;Q30150;Q30199;Q6SJR2;Q7M2H9;Q8HWS7;Q8WLR5;Q9MY54;Q9XRX6	HLA-DRB5		
P59022;Q52LN2	DSCR10		
Q08554;Q9HB01	DSC1		
Q9NRD9;A6NH28;Q14C94;Q6ZMB3;Q6ZR09;Q9NZC1	DUOX1		
Q9NRD8;A8MQ13;D2XI64;Q9NR02;Q9UHF9	DUOX2		
P54792	DVL1P1		
P0DN84;A0A1B0GTW0	STRIT1		
O00148;B1Q2N1;Q8N5M0;Q9BVP6;Q9H5W0	DDX39A		
Q8NCM8;O00432;Q16693;Q3C1U8;Q4AC93;Q6ZMX7;Q6ZUM6;Q7Z363;Q8N977;Q92815;Q9HAE4	DYNC2H1		
Q6ZTU2;A6NLB7;A8K0Z5;B3KQY2;Q6NXP1;Q8N253;Q8N7S7;Q9UFJ3	EP400P1		
Q92611;A8K9C8;B4DXP3	EDEM1		
Q9BV94;B4DTG9;Q6GU33;Q6IA89;Q6UWZ4;Q9H4U0;Q9H886;Q9NTL9;Q9NVE6	EDEM2		
Q9BZQ6;B2RCH6;B7ZLZ2;Q0VGM5;Q5TEZ0;Q7L2Y5;Q9HCW1;Q9UFV7	EDEM3		
O60869;Q5T5T2;Q9UIM1	EDF1		
O43854;B2R763;O43855;Q5D094;Q8N610	EDIL3		
P26641;B4DTG2;Q6PJ62;Q6PK31;Q96CU2;Q9P196	EEF1G		
Q9GZT9;Q8N3M8;Q9BZS8;Q9BZT0	EGLN1		
Q96KS0;A8K5S0;Q8WWY4;Q9BV14	EGLN2		
Q9H6Z9;Q2TA79;Q3B8N4;Q6P1R2	EGLN3		
P17813;Q14248;Q14926;Q5T9C0	ENG		
O75821;O14801;Q969U5	EIF3G		
O75822;B4DUI3;F5H425;Q9BUD2;Q9H8Q2;Q9UI65	EIF3J		
P78545;B2R5Q6;Q6IAP8;Q7RU03;Q7Z3X2;Q8NFG2;Q99718	ELF3		
Q99607;D3DTG1;O60435	ELF4		
Q9UKW6;A6XAE6;A8K452;O95175;Q8N2K9;Q96QY3;Q9UKW5	ELF5		
Q0PNE2;Q9BW57;Q9NXJ3	ELP6		
Q9P0I2;B2R4Z9;Q53GH8;Q6ZMC2	EMC3		
Q5J8M3;A8K3A9;B4DJQ4;Q96KX9;Q9BUI5;Q9P0T9	EMC4		
Q58FF3	HSP90B2P		
P14625;Q96A97	HSP90B1		
O95278;B3KMU5;B4DRZ2;O95483;Q5T3F5;Q6IS15;Q8IU96;Q8IX24;Q8IX25;Q9BS66;Q9UEN2	EPM2A		
P28715;A6NGT4;Q5JUS4;Q5JUS5;Q7Z2V3;Q8IZL6;Q8N1B7;Q9HD59;Q9HD60	ERCC5		
Q03468;D3DX94;E7EV46;Q5W0L9	ERCC6		
Q13216;B2RB64;Q6FHX5;Q96GB9	ERCC8		
Q96DN0	ERP27		
P30040;C9J183;Q3MJC3;Q6FHT4	ERP29		
P10768;Q5TBU8;Q5TBV0;Q5TBV2;Q9BVJ2	ESD		
Q5T1H1;A2RUR2;A8MVE7;B7TYK8;B7UUQ3;B7ZBE7;B7ZBE8;B7ZBR3;B9ZVD2;Q5SZM4;Q5T3C8;Q5T669;Q5TEL3;Q5TEL4;Q5VVG4;Q6UY05;Q9H557;Q9NQ15	EYS		
Q92800;A6NCH6;B4DIJ1;B4DIZ7;B4DSS2;B4E3R7;O43287;Q14459;Q53XP3	EZH1		
Q15910;B2RAQ1;B3KS30;B7Z1D6;B7Z7L6;Q15755;Q75MG3;Q92857;Q96FI6	EZH2		
Q9Y6X4;A8K1T9;Q6MZT0;Q9H989	FAM169A		
Q8N8A8;B5MDL8	FAM169B		
H3BQW9	FAM229A		
Q4G0N7;B8ZZ33	FAM229B		
P0DMU3			
Q9H0X4;D3DU45;Q7L416;Q96FR1;Q96MC7;Q96S30	FAM234A		
A2RU67;Q49AF2;Q5CZ81;Q6ZUV7;Q9P261	FAM234B		
A0A1B0GUQ0	FAM236A		
A0A1B0GV22	FAM236B		
P0DP71	FAM236C		
A0A1B0GTK5	FAM236D		
Q7L5A8;B7Z8T6;O75213;Q96DK1;Q9H1A5	FA2H		
Q9NZY2;C9J8W9	FAM30A		
Q9Y421;Q9BT02	FAM32A		
Q8N2R8;A3KME2;Q8IXP4;Q8WZ07	FAM43A		
Q6ZT52;A5PKT8;A5PL01	FAM43B		
Q5JRC9;A8K8I9;Q8TAA0	FAM47A		
Q8NA70;Q5JQN5;Q6PIG3	FAM47B		
Q5HY64;Q6ZU46	FAM47C		
Q96KT0	FAM167A-AS1		
P12104;Q2NKJ1	FABP2		
P07148	FABP1		
Q6P587;B1AK40;B1AK41;Q6FIC7;Q96RY1;Q9H0N6	FAHD1		
Q969F0	FATE1		
P23142;B0QY42;B1AHL4;P23143;P23144;P37888;Q5TIC4;Q8TBH8;Q9HBQ5;Q9UC21;Q9UGR4;Q9UH41	FBLN1		
P98095;B7Z9C5;Q8IUI0;Q8IUI1	FBLN2		
Q12805;A8K3I4;B4DW75;D6W5D2;Q541U7	EFEMP1		
O95967;A8K7R4;B3KM31;B3KQT1;O75967	EFEMP2		
Q9UBX5;O75966;Q6IAL4;Q6UWA3	FBLN5		
Q53RD9;A0JNV1;A0JNV2;Q5H9P5;Q8N9G0	FBLN7		
O00602;Q5VYV5;Q92596	FCN1		
Q15485;A6NFG7;A8K478;Q6IS69;Q7M4P4;Q9UC57	FCN2		
O75636;Q6IBJ5;Q8WW86	FCN3		
Q96JP0;B2RE47;Q8N3V8;Q9H704;Q9NPL6;Q9NPL9	FEM1C		
Q96RJ6;Q495K0	FERD3L		
P07332;B2R6E6;B4DUD0;E9PC94;E9PC95;Q2VXS7;Q2VXS8;Q2VXT0;Q6GTU5	FES		
Q92915;Q86YN7;Q96QX6	FGF14		
O43320	FGF16		
O60258;B7ZLG4;Q2M2W1	FGF17		
O76093;D3DQL7;Q6UWF1	FGF18		
O95750	FGF19		
P09769;D3DPL7;Q9UIQ3	FGR		
P02671;A8K3E4;D3DP14;D3DP15;Q4QQH7;Q9BX62;Q9UCH2	FGA		
Q75LS8;B2R7H1	FKBP9P1		
Q68DA7;Q3B7I6;Q3ZAR4;Q6ZSY1	FMN1		
Q9NZ56;B0QZA7;B4DP05;Q59GF6;Q5VU37;Q9NZ55	FMN2		
O95466;D2DGW2;Q6DKG5;Q6IBP3;Q86UH1;Q8N671;Q8TDH1;Q96H10	FMNL1		
P55317;B2R9H6;B7ZAP5;Q9H2A0	FOXA1		
Q9Y261;Q8WUW4;Q96DF7	FOXA2		
A9Z1Z3;Q9GZQ9;Q9H646;Q9H8L7	FER1L4		
A0AVI2;A0A096LNV2;Q17RH2;Q6ZU24	FER1L5		
Q2WGJ9	FER1L6		
Q9BZ68;A1A4X4	FRMD8P1		
Q5SYB0;B4DZC8;B7Z807;D3DRQ3;Q14C73;Q5HY96;Q9Y2H3	FRMPD1		
Q68DX3;B7WNW0;B7ZML5;Q2VY07;Q6GMQ9;Q6ZN38;Q6ZWI2;Q8N5T9	FRMPD2		
Q5JV73;Q96JK8	FRMPD3		
Q14CM0;A8K0X9;O15032	FRMPD4		
Q6ZNA5;A6NLN7	FRRS1		
Q5CZC0;Q53TL3;Q53TN5;Q5HYH2;Q6ZTZ5;Q6ZU14;Q6ZU21	FSIP2		
Q96IV6;B4DIE1;Q9BSX6;Q9H8C7	FAXDC2		
O75084;O94816;Q53S59;Q96B74	FZD7		
Q9H461	FZD8		
O00144	FZD9		
P62684	HERVK_113		
Q99501;B5MCR7;Q53EN7;Q92640;Q9BUY9	GAS2L1		
Q8NHY3;Q8NHY4	GAS2L2		
Q86XJ1;B2RCN2	GAS2L3		
P24522;Q5TCA7;Q5TCA8	GADD45A		
O75293;A8KAM2;O75960;Q17R46	GADD45B		
P15976;Q96GB8	GATA1		
O43716;B3KSU7;Q3B824;Q3KNR8	GATC		
O14610;B2R746;D3DTW5	GNGT2		
P18505;B2R6U7;D6REL3;Q16166;Q8TBK3	GABRB1		
P47870;A8K115;A8K1A0;D1LYT0;D1LYT1;Q16323;Q4FZB2	GABRB2		
P28472;B7Z2W1;B7Z825;F5H3D2;H7BYV8;Q14352;Q96FM5	GABRB3		
Q8N6F7;C9JD17;C9JUG6	GCSAM		
Q9NZC3;O43334;Q6PKF7;Q7KYR4	GDE1		
P35573;A6NCX7;A6NEK2;D3DT51;P78354;P78544;Q59H92;Q6AZ90;Q9UF08	AGL		
P55107;Q5VSQ8;Q9UCX6	GDF10		
O95390;Q9UID1;Q9UID2	GDF11		
Q6ZNW5	GDPGP1		
P52306;E9PH06;G5E9P9;Q499L7;Q4KMV2;Q4QQI8;Q9BUW9;Q9BUX6;Q9NYM2;Q9NZA8	RAP1GDS1		
P55040;B2RA31	GEM		
Q17RS7;Q17RS9;Q6ZN37	GEN1		
Q7L5D6;A4D2Q1;B3KNC7;Q9UFC9;Q9Y309	GET4		
O95749;A8MVQ8;Q5T2C8;Q6NW19	GGPS1		
Q9Y2X7;B4DGU9;B4DSV3;Q86SS0;Q9BRJ4	GIT1		
Q14161;Q86U59;Q96CI2;Q9BV91;Q9Y5V2	GIT2		
Q14409;Q6NXP9	GK3P		
Q6ZS86;B2R9I2;D3DNG2;Q8N2A7;Q8N5E6	GK5		
P35754;B2R4L2;Q3KQS1;Q6ICT1	GLRX		
Q49A17;Q2L4S6	GALNTL6		
Q9NZD2;Q53Z13;Q96J68	GLTP		
O15488;B7WNN6;O15485;O15486;O15487;O15489;O15490	GYG2		
P50148;O15108;Q13462;Q6NT27;Q92471;Q9BZB9	GNAQ		
P30968;O75793;Q14D13;Q92644	GNRHR		
Q96P88;E7EN27;Q8TCX8	GNRHR2		
P15586;B4DYH8;Q53F05	GNS		
Q9BXV9;Q0D2N1;Q0P6C4;Q3B7W5	GON7		
O14626;D3DNJ4;Q8IV06	GPR171		
Q9NS66;B1B0A5	GPR173		
Q13227;B4DXA1;Q6FHM8	GPS2		
Q8TED1	GPX8		
O15544	LINC01565		
P42263;D3DTF1;Q4VXD5;Q4VXD6;Q9HDA0;Q9HDA1;Q9HDA2;Q9P0H1	GRIA3		
P48058;Q86XE8	GRIA4		
Q9ULK0;B3KXD5;B7Z7L0;Q8IXT3	GRID1		
O43424;E9PH24;Q4KKU8;Q4KKU9;Q4KKV0;Q59FZ1	GRID2		
Q9BQ67;A0MNN5;Q8TF59	GRWD1		
P49840;O14959	GSK3A		
P0CG29;O60665;P30712;Q6IPV7;Q9HD76	GSTT2		
P30711;O00226;Q5TZY2;Q6IC69;Q969K8;Q96IY3	GSTT1		
O95528;A8K4J6;Q3MIX5;Q9H4I6	SLC2A10		
Q9BYW1;E9PH55;Q542Y4;Q6ICJ5;Q8WXF9;Q8WYM4	SLC2A11		
Q8TD20;B3KV17;Q7Z6U3;Q96MR8	SLC2A12		
Q8TDB8;B3KVB5;B3KWW7;B7Z844;B7ZAC3;Q6UY84;Q8TDB9	SLC2A14		
P43080;B3KWT4;Q7Z6T1;Q9NU14	GUCA1A		
Q15486;A6NLY8;A8K1B7;Q969T8;Q9BUH2	GUSBP1		
P0C0S8;P02261;Q2M1R2;Q76PA6	H2AC17		
P0C0S5;B2RD56;P17317;Q6I9U0	H2AZ1		
P0DPK2	H3Y1		
P0DPK5	H3Y2		
Q5JVS0;O75804;Q8WV33;Q9NYJ2	HABP4		
C0HLZ6	HOXB-AS3		
P09105;Q13723;Q1W6G5	HBQ1		
P02008;Q6IBF6	HBZ		
Q6B0K9	HBM		
P13716;A8K375;B2R6F2;Q16870;Q16871;Q9BVQ9	ALAD		
Q9Y5R4	HEMK1		
Q15034;A8K1S5;Q8IXX3	HERC3		
Q5GLZ8;Q5GC98;Q5GC99;Q5GCA0;Q8IXP9;Q9HCH9	HERC4		
Q9UII4;B2RTQ1;Q69G20	HERC5		
Q8IVU3;B4DIY5;Q5GC90;Q5GRH3;Q5HYM6;Q5JPB6;Q6PIF4;Q8NAN3;Q9NWS4	HERC6		
Q15011;E9PGD1;O60644;Q6IAN8;Q96D92	HERPUD1		
Q9BSE4;A4D1Y8;Q9H6F9	HERPUD2		
Q30201;B2CKL0;O75929;O75930;O75931;Q17RT0;Q96KU5;Q96KU6;Q96KU7;Q96KU8;Q9HC64;Q9HC68;Q9HC70;Q9HC83	HFE		
Q9HCP6;Q8TBG3;Q9ULP7	HHATL		
Q5VTY9;B7Z4D5;B7Z5I1;B7Z868;B7ZA75;D3DT91;F5H444;Q17RZ7;Q4G0K3;Q5CZ95;Q5TGI2;Q9NVH9;Q9Y3N8	HHAT		
Q15651;B2RD37;Q5HYD3;Q7RTT0;Q969M5;Q9BZT7	HMGN3		
O00479;B2R4I6;Q53XL9	HMGN4		
P82970;Q5JSL1	HMGN5		
Q12766;G5E9Y4;Q86UG3;Q9UMF4	HMGXB3		
Q9UGU5;O75672;O75673;Q9UMT5	HMGXB4		
P50135;B2R9J3;Q546Z6;Q7Z7I2;Q8IU56;Q8WW98;Q9BRW6	HNMT		
Q86XE5;A8K075;Q5T680;Q5T684;Q711P0;Q8N9F2;Q96EV5	HOGA1		
Q9BYM8;O95623;Q86SL2;Q96BS3;Q9BYM9	RBCK1		
Q9UM19;B2R5U2;D3DPU1;Q5TG97;Q8N611	HPCAL4		
Q969F9;A8K6G6;Q8WTV6;Q96AP1;Q96MR3;Q9H608	HPS3		
Q9NQG7;B1AHQ4;Q5H8V6;Q96LX6;Q9BY93;Q9UH37;Q9UH38	HPS4		
Q9UPZ3;A8K6J8;A8K8S1;D3DQX9;D3DQY0;O95942;Q8N4U0	HPS5		
Q86YV9;Q5VV69;Q9H685	HPS6		
P07900;A8K500;B3KPJ9;Q2PP14;Q5CAQ6;Q5CAQ7;Q9BVQ5	HSP90AA1		
P08238;B2R5P0;Q5T9W7;Q9NQW0;Q9NTK6	HSP90AB1		
P04792;B2R4N8;Q6FI47;Q96C20;Q96EI7;Q9UC31;Q9UC34;Q9UC35;Q9UC36	HSPB1		
Q16082;Q6I9U7	HSPB2		
Q12988	HSPB3		
O14558;O14551;Q6NVI3;Q96MG9	HSPB6		
O43464;Q9HBZ4;Q9P0Y3;Q9P0Y4	HTRA2		
P83110;Q7Z7A2	HTRA3		
A0A0C4DH38;A0A0G2JP91	IGHV5-51		
A0A0J9YXX1	IGHV5-10-1		
A0A0B4J1U7	IGHV6-1		
A0A0J9YX35	IGHV3-64D		
A0A0G2JMI3	IGHV1-69-2		
A0A0B4J2H0	IGHV1-69D		
A0A0C4DH43	IGHV2-70D		
A0A0J9YVY3	IGHV7-4-1		
A0A0B4J1V7	IGHV7-81		
P0DP03	IGHV3-30-5		
P0DP02	IGHV3-30-3		
Q96D96;A8MQ37;B4DEB3;F8WCH5;Q6UW11;Q96IS5	HVCN1		
P17509;A8K835;D3DTV5;P09068;Q9HB11;Q9UGH2	HOXB6		
P09629;A8K3N8;Q15957;Q53FN3;Q96BQ6	HOXB7		
P19367;E9PCK0;O43443;O43444;O75574;Q5VTC3;Q96HC8;Q9NNZ4;Q9NNZ5	HK1		
P52789;D6W5J2;Q8WU87;Q9UN82	HK2		
Q13651;A8K6I0;B0YJ27	IL10RA		
Q08334;Q9BUU4	IL10RB		
P08833;A4D2F4;D3DVL9;Q8IYP5	IGFBP1		
O60725;Q6FHT0	ICMT		
Q16666;B4DJT8;H3BLV7;Q59GX0;Q5T3W7;Q5T3W8;Q5T3X0;Q5T3X1;Q5T3X2;Q8N9E5;Q8NEQ7;Q96AJ5;Q9UH78	IFI16		
Q9UG01;A5PKZ0;B2RNU5;Q86X44;Q96HW4;Q9UFJ9;Q9ULP1	IFT172		
P47813;B2R5U5;Q0VGC2;Q5JPS5;Q5JPS6	EIF1AX		
P23588;B4DS13;Q4G0E3;Q53HQ2;Q6GPH5;Q6IB46;Q8WYK5	EIF4B		
Q0D2I5;Q24JT6;Q7L5J9;Q7Z5X4;Q9BQ46	IFFO1		
Q5TF58;Q9H7K0	IFFO2		
P01579;B5BU88;Q53ZV4	IFNG		
P27352;B2RAN8;B4DVZ1	CBLIF		
Q6U949;A5PKV8;A6NNQ2;Q7Z712;Q9P2W0	IGF2-AS		
P09565;Q96F00			
P0DOX2			
P0DOX6			
Q6WRI0;Q86YJ9;Q8N772;Q8NA84	IGSF10		
Q5DX21;C9JZN0;Q8N4F1;Q8N7T8;Q8NDD2	IGSF11		
Q96ID5;Q8NBR8	IGSF21		
Q8N9C0;A6NNA0;D6RGV7	IGSF22		
A1L1A6	IGSF23		
O15111;O14666;Q13132;Q5W0I4;Q92467	CHUK		
O14920;B4DZ30;B4E0U4;O75327	IKBKB		
Q14164;D3DT78;Q3B754;Q3KR43;Q5JTS6	IKBKE		
Q6ZMJ4;B2RC28;B2Z4A8;B2ZC70;Q8N6L2	IL34		
Q9UHA7;B2RAD9;Q53SR7;Q5BLR4;Q7RTZ8	IL36A		
Q9NZH7;Q3MIH0;Q53SR6;Q7RTZ7;Q9UHA5	IL36B		
