KEGG Gene ID	KEGG Pathway ID
4194	hsa04115|hsa05206
4199	hsa00620|hsa01100|hsa01200|hsa03320
4200	hsa00620|hsa01200
4205	hsa04022|hsa04371|hsa04928|hsa05418
4207	hsa04022|hsa04371
4208	hsa04010|hsa04022|hsa04371|hsa04921|hsa04928|hsa05202|hsa05418
4209	hsa04022|hsa04371|hsa04928
4210	hsa04621|hsa05135
4211	hsa04550|hsa05202
4214	hsa04010|hsa04120|hsa04530|hsa04622|hsa04722|hsa04912|hsa04935|hsa05161|hsa05166
4215	hsa04010|hsa04722|hsa04912|hsa05166|hsa05235
4216	hsa04010|hsa04912
4217	hsa01524|hsa04010|hsa04071|hsa04141|hsa04210|hsa04530|hsa04668|hsa04714|hsa04722|hsa04932|hsa04936|hsa05010|hsa05012|hsa05014|hsa05016|hsa05017|hsa05022|hsa05208|hsa05417|hsa05418
4218	hsa04140|hsa04144|hsa04152|hsa04530|hsa04972|hsa05014|hsa05022
4221	hsa04934|hsa05202
4224	hsa04974
4225	hsa04974
4233	hsa01521|hsa04010|hsa04014|hsa04015|hsa04020|hsa04151|hsa04360|hsa04510|hsa04520|hsa05100|hsa05120|hsa05144|hsa05200|hsa05202|hsa05205|hsa05206|hsa05208|hsa05211|hsa05218|hsa05223|hsa05225|hsa05226|hsa05230
4242	hsa00514|hsa04330|hsa05165
4245	hsa00510|hsa00513|hsa01100
4247	hsa00510|hsa00513|hsa01100
4248	hsa00510|hsa01100
4249	hsa00510|hsa01100
4254	hsa04010|hsa04014|hsa04015|hsa04072|hsa04151|hsa04640|hsa04916|hsa05200
4257	hsa00480|hsa00980|hsa00982|hsa00983|hsa01100|hsa01524|hsa05200|hsa05204|hsa05207|hsa05208|hsa05225|hsa05418
4258	hsa00480|hsa00980|hsa00982|hsa00983|hsa01100|hsa01524|hsa05200|hsa05204|hsa05207|hsa05208|hsa05225|hsa05418
4259	hsa00480|hsa00980|hsa00982|hsa00983|hsa01100|hsa01524|hsa05200|hsa05204|hsa05207|hsa05208|hsa05225|hsa05418
4261	hsa04612|hsa05145|hsa05152|hsa05164|hsa05340
4267	hsa04514|hsa04670
427	hsa00600|hsa01100|hsa04071|hsa04142
4277	hsa04650|hsa05167
4281	hsa04120
4282	hsa00350|hsa00360|hsa01100
4283	hsa04060|hsa04061|hsa04062|hsa04620
4286	hsa04137|hsa04380|hsa04916|hsa05200|hsa05202|hsa05218
4287	hsa04141|hsa05017|hsa05022
4291	hsa05202
4292	hsa01524|hsa03430|hsa03460|hsa05200|hsa05210|hsa05213|hsa05226
4294	hsa05016|hsa05022
4295	hsa04080
4296	hsa04010|hsa04932
4297	hsa00310|hsa01100|hsa04934|hsa05202
4298	hsa03250|hsa05202
4299	hsa05202
43	hsa00564|hsa04725
4300	hsa03250|hsa05202
4301	hsa04014|hsa04015|hsa04024|hsa04520|hsa04530|hsa04670
4303	hsa04014|hsa04068|hsa05131
4306	hsa04960
4311	hsa04614|hsa04640|hsa04974|hsa05010
4312	hsa03320|hsa04657|hsa04926|hsa05171|hsa05200|hsa05219|hsa05323|hsa05417
4313	hsa01522|hsa04670|hsa04912|hsa04915|hsa04926|hsa04933|hsa05200|hsa05205|hsa05219|hsa05415|hsa05418
4314	hsa04657|hsa04668|hsa05171|hsa05202|hsa05215|hsa05323|hsa05417
4316	hsa04310|hsa05166
4318	hsa01522|hsa04657|hsa04668|hsa04670|hsa04915|hsa04926|hsa05161|hsa05200|hsa05202|hsa05205|hsa05206|hsa05215|hsa05219|hsa05415|hsa05417|hsa05418
432	hsa04918
4322	hsa04657|hsa04926|hsa04928
4323	hsa04668|hsa04912|hsa04928
432355	hsa04080
4324	hsa04928
4325	hsa04928|hsa05206
4326	hsa04928
4329	hsa00280|hsa00410|hsa00562|hsa00640|hsa01100|hsa01200
433	hsa04918
4331	hsa03022|hsa03420
4337	hsa00790|hsa01100|hsa01240
4338	hsa00790|hsa01100|hsa01240|hsa04122
434	hsa04916
4342	hsa04114|hsa04810|hsa04914
435	hsa00220|hsa00250|hsa01100|hsa01230
4350	hsa03410
4351	hsa00051|hsa00520|hsa01100|hsa01240|hsa01250
4352	hsa04060|hsa04630
4353	hsa00983|hsa04145|hsa04613|hsa05202|hsa05221
4357	hsa00270|hsa00920|hsa01100|hsa04122
4358	hsa04146
4359	hsa04514
4360	hsa04145|hsa05152
4361	hsa03440|hsa03450|hsa04218
4363	hsa01523|hsa02010|hsa04071|hsa04977|hsa05206
438	hsa00380|hsa01100
439996	hsa05160
440	hsa00250|hsa01100|hsa01230
440073	hsa04144
440077	hsa05168
440093	hsa04613|hsa05034|hsa05131|hsa05202|hsa05322
440138	hsa00510|hsa00513|hsa01100
440153	hsa04740
440193	hsa04310
440275	hsa04140|hsa04141|hsa05160|hsa05162|hsa05168
440279	hsa04721
440387	hsa04972|hsa04974
440503	hsa03320
440515	hsa05168
440567	hsa00190|hsa01100|hsa04260|hsa04714|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
440689	hsa04613|hsa05034|hsa05203|hsa05322
440738	hsa04137|hsa04140|hsa04216|hsa04371|hsa04621|hsa05014|hsa05022|hsa05131|hsa05167
441024	hsa00670|hsa01100|hsa01240
441234	hsa05168
441272	hsa04114|hsa04914
441273	hsa04114|hsa04914
441308	hsa04740
441531	hsa00010|hsa00260|hsa01100|hsa01200|hsa01230|hsa04922|hsa05230
441608	hsa04740
441639	hsa04740
441669	hsa04740
441670	hsa04740
441925	hsa04136|hsa04137|hsa04140|hsa04215|hsa04371|hsa05010|hsa05014|hsa05016|hsa05017|hsa05022|hsa05131|hsa05167
441933	hsa04740
442117	hsa00512|hsa00514|hsa01100
442184	hsa04740
442185	hsa04740
442186	hsa04740
442191	hsa04740
442194	hsa04740
442319	hsa05168
442361	hsa04740
442590	hsa04114|hsa04914
442890	hsa05206
442891	hsa05206
442898	hsa05206
442900	hsa05206
442902	hsa05206
442903	hsa05206
442904	hsa05206
442909	hsa05206
442910	hsa05206
442918	hsa05206
443	hsa00250|hsa00340|hsa01100
4430	hsa05130
4436	hsa01524|hsa03430|hsa05200|hsa05210
4437	hsa01524|hsa03430|hsa05200|hsa05210
444	hsa04020|hsa04260
4440	hsa03015
445	hsa00220|hsa00250|hsa01100|hsa01230|hsa05418
445329	hsa05204
4478	hsa04530|hsa04670|hsa04810|hsa05162|hsa05205
4481	hsa04145
4485	hsa04020
4486	hsa04020
4487	hsa05166
4488	hsa05166
4489	hsa04978
4490	hsa04978
4493	hsa04978
4494	hsa04978
4495	hsa04978
4496	hsa04978
4499	hsa04978
4501	hsa04978
4502	hsa04978
4507	hsa00270|hsa01100
4508	hsa00190|hsa01100|hsa04714|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4509	hsa00190|hsa01100|hsa04714|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4511	hsa00970
4512	hsa00190|hsa01100|hsa04260|hsa04714|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4513	hsa00190|hsa01100|hsa04260|hsa04714|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4514	hsa00190|hsa01100|hsa04260|hsa04714|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4515	hsa04151
4519	hsa00190|hsa01100|hsa04260|hsa04714|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4522	hsa00670|hsa01100|hsa01240
4524	hsa00670|hsa01100|hsa01523
4534	hsa00562|hsa01100|hsa04070
4535	hsa00190|hsa01100|hsa04714|hsa04723|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4536	hsa00190|hsa01100|hsa04714|hsa04723|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4537	hsa00190|hsa01100|hsa04714|hsa04723|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4538	hsa00190|hsa01100|hsa04714|hsa04723|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4539	hsa00190|hsa01100|hsa04714|hsa04723|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4540	hsa00190|hsa01100|hsa04714|hsa04723|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4541	hsa00190|hsa01100|hsa04714|hsa04723|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4542	hsa05130
4543	hsa04080|hsa04713
4544	hsa04080|hsa04713
4547	hsa04975
4548	hsa00270|hsa00450|hsa00670|hsa01100|hsa01230
4549	hsa03008|hsa03010
4550	hsa03008|hsa03010
4553	hsa00970
4555	hsa00970
4556	hsa00970
4558	hsa00970
4563	hsa00970
4564	hsa00970
4565	hsa00970
4566	hsa00970
4567	hsa00970
4568	hsa00970
4569	hsa00970
4570	hsa00970
4571	hsa00970
4572	hsa00970
4573	hsa00970
4574	hsa00970
4575	hsa00970
4576	hsa00970
4577	hsa00970
4578	hsa00970
4579	hsa00970
4583	hsa05146|hsa05226
4586	hsa04657
4589	hsa04970
4591	hsa04120
4594	hsa00280|hsa00630|hsa00640|hsa01100|hsa01200
4595	hsa03410
4597	hsa00900|hsa01100
4598	hsa00900|hsa01100|hsa04146
4599	hsa03250|hsa05160|hsa05162|hsa05164|hsa05165|hsa05171
4600	hsa03250|hsa05160|hsa05162|hsa05164|hsa05165|hsa05171
4602	hsa04151
4605	hsa04218
4607	hsa05410|hsa05414
4609	hsa04010|hsa04012|hsa04110|hsa04151|hsa04218|hsa04310|hsa04350|hsa04390|hsa04550|hsa04630|hsa04919|hsa05132|hsa05160|hsa05161|hsa05163|hsa05166|hsa05167|hsa05169|hsa05200|hsa05202|hsa05205|hsa05206|hsa05207|hsa05210|hsa05213|hsa05216|hsa05219|hsa05220|hsa05221|hsa05222|hsa05224|hsa05225|hsa05226|hsa05230
4613	hsa05202
4615	hsa04010|hsa04064|hsa04620|hsa04621|hsa04936|hsa05130|hsa05131|hsa05132|hsa05133|hsa05134|hsa05135|hsa05140|hsa05142|hsa05143|hsa05144|hsa05145|hsa05152|hsa05161|hsa05162|hsa05164|hsa05168|hsa05169|hsa05170|hsa05171|hsa05235|hsa05417
4616	hsa04010|hsa04064|hsa04068|hsa04110|hsa04115|hsa04210|hsa04218|hsa05169|hsa05200|hsa05202|hsa05210|hsa05212|hsa05213|hsa05214|hsa05216|hsa05217|hsa05218|hsa05220|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226
4617	hsa04550
462	hsa04610
4624	hsa04022|hsa04260|hsa04261|hsa04919|hsa05410|hsa05414|hsa05416
4625	hsa04022|hsa04260|hsa04261|hsa04919|hsa05410|hsa05414|hsa05416
4627	hsa04270|hsa04530|hsa04810|hsa05130
4628	hsa04270|hsa04530|hsa04810|hsa05130
4629	hsa04270|hsa04530|hsa04810|hsa05130
463	hsa04550
4633	hsa04260|hsa04261|hsa04371|hsa04510|hsa04530|hsa04670|hsa04810|hsa05131|hsa05132|hsa05410|hsa05414
4634	hsa04260|hsa04261|hsa04371|hsa05410|hsa05414
4635	hsa04260|hsa04261|hsa04371
4636	hsa04360|hsa04510|hsa04670|hsa04810|hsa05131|hsa05132
4637	hsa04270|hsa04530|hsa04921
4638	hsa04020|hsa04022|hsa04270|hsa04371|hsa04510|hsa04611|hsa04810|hsa04921|hsa04971
4640	hsa05130
4641	hsa05130
4642	hsa05130
4643	hsa05130
4644	hsa05130
4645	hsa05130
4646	hsa05130|hsa05132
4651	hsa04666|hsa05130
4654	hsa05017
4659	hsa04022|hsa04024|hsa04270|hsa04510|hsa04611|hsa04810|hsa04921|hsa05205
466	hsa04925|hsa05202
4660	hsa04270|hsa04510|hsa04810|hsa04921|hsa05205
4666	hsa04928
4668	hsa00603|hsa01100|hsa04142
4669	hsa00531|hsa01100|hsa04142
4670	hsa03040
4671	hsa04621|hsa05130|hsa05131|hsa05132|hsa05134
4677	hsa00970
468	hsa04010|hsa04022|hsa04137|hsa04141|hsa04151|hsa04210|hsa04211|hsa04261|hsa04668|hsa04720|hsa04722|hsa04725|hsa04728|hsa04911|hsa04912|hsa04915|hsa04918|hsa04922|hsa04925|hsa04926|hsa04927|hsa04928|hsa04932|hsa04934|hsa04935|hsa05010|hsa05012|hsa05014|hsa05020|hsa05022|hsa05030|hsa05031|hsa05034|hsa05161|hsa05163|hsa05166|hsa05203|hsa05207|hsa05215|hsa05417
4681	hsa04350
4683	hsa03440|hsa04218
4684	hsa04514|hsa05020
4685	hsa04514|hsa05020
4686	hsa03013|hsa03015|hsa03040|hsa05014
4688	hsa04145|hsa04380|hsa04613|hsa04670|hsa05020|hsa05140|hsa05208|hsa05415|hsa05417|hsa05418
4689	hsa04145|hsa04380|hsa04613|hsa04670|hsa05020|hsa05140|hsa05415|hsa05417
4690	hsa04012|hsa04360|hsa04660|hsa05130
4691	hsa05130
4694	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4695	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4696	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4697	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4698	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
47	hsa00020|hsa01100
4700	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4701	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4702	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4704	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4705	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4706	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4707	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4708	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4709	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
471	hsa00230|hsa00670|hsa01100|hsa01523
4710	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4711	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4712	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4713	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4714	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4715	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4716	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4717	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4718	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4719	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
472	hsa01524|hsa03440|hsa04064|hsa04068|hsa04110|hsa04115|hsa04210|hsa04218|hsa05131|hsa05165|hsa05166|hsa05170|hsa05202|hsa05206
4720	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4722	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4723	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4724	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4725	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4726	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4728	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4729	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4731	hsa00190|hsa01100|hsa04714|hsa04723|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
4734	hsa04120|hsa04144|hsa04530|hsa05169
4735	hsa05100|hsa05131
4736	hsa03010|hsa05171
4741	hsa05014|hsa05022
474381	hsa04217|hsa04613|hsa05034|hsa05322
474382	hsa04217|hsa04613|hsa05034|hsa05322
4744	hsa05014|hsa05022
4747	hsa05014|hsa05022
475	hsa04978
4756	hsa04350|hsa04360|hsa04514
4758	hsa00511|hsa00600|hsa01100|hsa04142
4759	hsa00511|hsa00600|hsa01100
476	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04925|hsa04960|hsa04961|hsa04964|hsa04970|hsa04971|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
4760	hsa04950
4762	hsa04550
4763	hsa01521|hsa04010|hsa04014
477	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04925|hsa04960|hsa04961|hsa04964|hsa04970|hsa04971|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
4771	hsa04390|hsa04392|hsa04530
4772	hsa04010|hsa04022|hsa04024|hsa04218|hsa04310|hsa04380|hsa04625|hsa04650|hsa04658|hsa04659|hsa04660|hsa04662|hsa04921|hsa04933|hsa05135|hsa05161|hsa05163|hsa05166|hsa05167|hsa05170|hsa05235|hsa05321|hsa05417
4773	hsa04022|hsa04218|hsa04310|hsa04360|hsa04370|hsa04380|hsa04625|hsa04650|hsa04658|hsa04659|hsa04660|hsa04662|hsa04921|hsa05135|hsa05161|hsa05163|hsa05166|hsa05167|hsa05170|hsa05235|hsa05417
4775	hsa04010|hsa04022|hsa04218|hsa04310|hsa04360|hsa04625|hsa04658|hsa04659|hsa04660|hsa04662|hsa04921|hsa05135|hsa05161|hsa05163|hsa05166|hsa05167|hsa05170|hsa05235|hsa05417
4776	hsa04022|hsa04218|hsa04310|hsa04360|hsa04625|hsa04921|hsa05161|hsa05163|hsa05166|hsa05167|hsa05170
478	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04925|hsa04960|hsa04961|hsa04964|hsa04970|hsa04971|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
4780	hsa04141|hsa05012|hsa05200|hsa05208|hsa05225|hsa05417|hsa05418
4783	hsa04710
479	hsa00190|hsa01100
4790	hsa01523|hsa04010|hsa04014|hsa04024|hsa04062|hsa04064|hsa04066|hsa04071|hsa04151|hsa04210|hsa04211|hsa04218|hsa04380|hsa04613|hsa04620|hsa04621|hsa04622|hsa04623|hsa04625|hsa04657|hsa04658|hsa04659|hsa04660|hsa04662|hsa04668|hsa04722|hsa04917|hsa04920|hsa04926|hsa04931|hsa04932|hsa04933|hsa04936|hsa05010|hsa05022|hsa05030|hsa05120|hsa05130|hsa05131|hsa05132|hsa05133|hsa05134|hsa05135|hsa05140|hsa05142|hsa05145|hsa05146|hsa05152|hsa05160|hsa05161|hsa05162|hsa05163|hsa05164|hsa05165|hsa05166|hsa05167|hsa05168|hsa05169|hsa05170|hsa05171|hsa05200|hsa05202|hsa05203|hsa05206|hsa05207|hsa05208|hsa05212|hsa05215|hsa05220|hsa05221|hsa05222|hsa05235|hsa05321|hsa05415|hsa05417|hsa05418
4791	hsa04010|hsa04064|hsa04380|hsa04625|hsa05134|hsa05166|hsa05169|hsa05200|hsa05203|hsa05224
4792	hsa04024|hsa04062|hsa04064|hsa04210|hsa04380|hsa04620|hsa04621|hsa04622|hsa04623|hsa04625|hsa04657|hsa04658|hsa04659|hsa04660|hsa04662|hsa04668|hsa04722|hsa04920|hsa04926|hsa04931|hsa04936|hsa05120|hsa05130|hsa05131|hsa05132|hsa05134|hsa05135|hsa05140|hsa05142|hsa05145|hsa05160|hsa05161|hsa05162|hsa05163|hsa05164|hsa05166|hsa05167|hsa05168|hsa05169|hsa05170|hsa05171|hsa05200|hsa05203|hsa05208|hsa05215|hsa05220|hsa05222|hsa05235|hsa05417
4793	hsa04062|hsa04621|hsa04622|hsa04623|hsa04658|hsa04659|hsa04660|hsa04662|hsa04722|hsa04920|hsa05130|hsa05131|hsa05140|hsa05145|hsa05162|hsa05164|hsa05169|hsa05171|hsa05235
4794	hsa04658|hsa04659|hsa04660|hsa04662|hsa04722|hsa04920|hsa05169|hsa05235
4799	hsa05165
48	hsa00020|hsa00630|hsa01100|hsa01200|hsa01210|hsa01230
480	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04925|hsa04960|hsa04961|hsa04964|hsa04970|hsa04971|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
4800	hsa04612|hsa05017|hsa05152
4801	hsa04612|hsa05152|hsa05166
4802	hsa04612|hsa05152
4803	hsa04010|hsa04014|hsa04015|hsa04020|hsa04060|hsa04151|hsa04210|hsa04722|hsa04750
4804	hsa04010|hsa04014|hsa04015|hsa04060|hsa04151|hsa04215|hsa04722|hsa05202
4809	hsa03008|hsa03040
481	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04925|hsa04960|hsa04961|hsa04964|hsa04970|hsa04971|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
482	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04925|hsa04960|hsa04961|hsa04964|hsa04970|hsa04971|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
4821	hsa04950
4824	hsa05200|hsa05215
4825	hsa04950
4828	hsa04080
4829	hsa04080
483	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04925|hsa04960|hsa04961|hsa04964|hsa04970|hsa04971|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
4830	hsa00230|hsa00240|hsa00983|hsa01100|hsa01232|hsa01240
4831	hsa00230|hsa00240|hsa00983|hsa01100|hsa01232|hsa01240
4832	hsa00230|hsa00240|hsa00983|hsa01100|hsa01232|hsa01240
4833	hsa00230|hsa00240|hsa00983|hsa01100|hsa01232|hsa01240
4837	hsa00760|hsa01100
4838	hsa04060|hsa04350|hsa04550
4842	hsa00220|hsa00330|hsa01100|hsa04020|hsa04145|hsa04371|hsa04713|hsa04730|hsa04926|hsa04970|hsa05010|hsa05014|hsa05022
4843	hsa00220|hsa00330|hsa01100|hsa04020|hsa04066|hsa04146|hsa04371|hsa04926|hsa05010|hsa05014|hsa05022|hsa05133|hsa05140|hsa05142|hsa05145|hsa05146|hsa05152|hsa05200|hsa05222
4846	hsa00220|hsa00330|hsa01100|hsa04020|hsa04022|hsa04066|hsa04071|hsa04151|hsa04370|hsa04371|hsa04611|hsa04915|hsa04921|hsa04926|hsa04931|hsa04933|hsa05415|hsa05417|hsa05418
4848	hsa03018
4849	hsa03018
4850	hsa03018
4851	hsa01522|hsa04330|hsa04658|hsa04919|hsa05020|hsa05165|hsa05200|hsa05206|hsa05224
4852	hsa04024|hsa04080|hsa04920|hsa04923|hsa05034
4853	hsa01522|hsa04330|hsa04658|hsa04919|hsa05165|hsa05200|hsa05206|hsa05207|hsa05224
4854	hsa01522|hsa04330|hsa04371|hsa04658|hsa04919|hsa05165|hsa05200|hsa05206|hsa05224
4855	hsa01522|hsa04330|hsa04919|hsa05165|hsa05200|hsa05206|hsa05224
486	hsa04022|hsa04024|hsa04260|hsa04261|hsa04911|hsa04918|hsa04919|hsa04960|hsa04961|hsa04964|hsa04970|hsa04972|hsa04973|hsa04974|hsa04976|hsa04978
4860	hsa00230|hsa00760|hsa01100|hsa01232
4862	hsa04710
4864	hsa04142|hsa04979
487	hsa04020|hsa04022|hsa04024|hsa04260|hsa04261|hsa04919|hsa04972|hsa05010|hsa05017|hsa05022|hsa05410|hsa05412|hsa05414|hsa05415
4878	hsa04022|hsa04024|hsa04066|hsa04270|hsa04714|hsa04921|hsa04923|hsa04924|hsa04925|hsa05143
4879	hsa04022|hsa04270|hsa04714
488	hsa04020|hsa04022|hsa04024|hsa04260|hsa04261|hsa04919|hsa04972|hsa05010|hsa05017|hsa05022|hsa05410|hsa05412|hsa05414|hsa05415
4880	hsa04022|hsa04270|hsa05418
4881	hsa00230|hsa01100|hsa04022|hsa04024|hsa04270|hsa04714|hsa04921|hsa04923|hsa04924|hsa04925
4882	hsa00230|hsa01100|hsa04022|hsa04270|hsa04921
4886	hsa04024|hsa04080|hsa04923
4887	hsa04080
4889	hsa04080
489	hsa04020|hsa04022|hsa04024|hsa04260|hsa04261|hsa04919|hsa04972|hsa05010|hsa05017|hsa05022|hsa05410|hsa05412|hsa05414|hsa05415
4891	hsa04142|hsa04216|hsa04978|hsa05010|hsa05012
