KEGG Gene ID	KEGG Pathway ID
152404	hsa04514
1525	hsa05416
152586	hsa00510|hsa00513|hsa01100
152687	hsa05168
152831	hsa04714
153	hsa04020|hsa04022|hsa04024|hsa04080|hsa04261|hsa04540|hsa04923|hsa04924|hsa04970|hsa05207|hsa05414
153090	hsa04210|hsa04668
153129	hsa04150
153201	hsa04974
1535	hsa04145|hsa04380|hsa04613|hsa04621|hsa04670|hsa05020|hsa05140|hsa05208|hsa05415|hsa05417|hsa05418
153527	hsa03040
153562	hsa04530
1536	hsa04066|hsa04145|hsa04216|hsa04217|hsa04613|hsa04621|hsa04670|hsa04933|hsa05010|hsa05020|hsa05022|hsa05140|hsa05171|hsa05415|hsa05417
1537	hsa00190|hsa01100|hsa04260|hsa04714|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
154	hsa04020|hsa04022|hsa04024|hsa04080|hsa04261|hsa04923|hsa04924|hsa04970|hsa05207
1540	hsa04064|hsa04217|hsa04380|hsa04622|hsa04625
154064	hsa04650
154141	hsa00561|hsa00564|hsa01100
154197	hsa03018
1543	hsa00140|hsa00380|hsa00830|hsa00980|hsa01100|hsa04913|hsa05204|hsa05207|hsa05208|hsa05417
1544	hsa00140|hsa00232|hsa00380|hsa00591|hsa00830|hsa00980|hsa00982|hsa01100|hsa05204|hsa05207|hsa05208
1545	hsa00140|hsa00380|hsa00980|hsa04913|hsa05204|hsa05206|hsa05207|hsa05208
154664	hsa02010
154796	hsa04390|hsa04530
1548	hsa00232|hsa00830|hsa00980|hsa00982|hsa00983|hsa01100|hsa05204|hsa05417
154807	hsa00130|hsa01100|hsa01240
154810	hsa04530
1549	hsa00232|hsa00830|hsa00980|hsa00982|hsa00983|hsa01100|hsa05204|hsa05417
155	hsa04020|hsa04022|hsa04080|hsa04714|hsa04923|hsa04924|hsa04970|hsa05207
155054	hsa05168
155061	hsa05168
155066	hsa00190|hsa01100|hsa04145|hsa04721|hsa04966|hsa05110|hsa05120|hsa05165|hsa05323
1551	hsa00140|hsa00830|hsa01100|hsa05204
1553	hsa00980|hsa05204
155382	hsa04144
1555	hsa00590|hsa00830|hsa00980|hsa00982|hsa01100|hsa05207|hsa05417
1557	hsa00590|hsa00591|hsa00982|hsa01100|hsa04726|hsa05204
1558	hsa00590|hsa00591|hsa00830|hsa00982|hsa01100|hsa04726|hsa05204|hsa05417
1559	hsa00590|hsa00591|hsa00830|hsa00980|hsa00982|hsa01100|hsa04726|hsa05204|hsa05417
156	hsa04062|hsa04144|hsa04340|hsa04724|hsa04740|hsa05032
1562	hsa00830|hsa01100|hsa04726|hsa05204
1564	hsa00980|hsa00982|hsa01522|hsa04726
1565	hsa00980|hsa00982|hsa01522|hsa04726
157	hsa04062|hsa04144|hsa04340|hsa04724|hsa04740|hsa05032
1571	hsa00140|hsa00590|hsa00591|hsa00980|hsa00982|hsa00983|hsa01100|hsa04932|hsa04936|hsa05204|hsa05208
1572	hsa00980|hsa05208
1573	hsa00590|hsa00591|hsa01100|hsa04726|hsa04750|hsa04913|hsa05417
157506	hsa00830|hsa01100
1576	hsa00140|hsa00591|hsa00830|hsa00980|hsa00982|hsa00983|hsa01100|hsa04976|hsa05204|hsa05207
1577	hsa00140|hsa00830|hsa00980|hsa00982|hsa01100|hsa05204
157855	hsa04022|hsa04270|hsa04911
158	hsa00230|hsa00250|hsa01100|hsa01232|hsa01240
158067	hsa00230|hsa00730|hsa01100|hsa01232|hsa01240
1581	hsa00120|hsa00140|hsa01100|hsa03320|hsa04976|hsa04979
158131	hsa04740
1582	hsa00120|hsa01100|hsa03320
1583	hsa00140|hsa01100|hsa04913|hsa04925|hsa04927|hsa04934
158326	hsa04512
1584	hsa00140|hsa01100|hsa04927|hsa04934
158431	hsa05168
1585	hsa00140|hsa01100|hsa04925
1586	hsa00140|hsa01100|hsa04913|hsa04917|hsa04927|hsa04934
1588	hsa00140|hsa01100|hsa04913
158835	hsa00830|hsa01100|hsa04977
1589	hsa00140|hsa01100|hsa04925|hsa04927|hsa04934
158983	hsa04613|hsa05034|hsa05203|hsa05322
159	hsa00230|hsa00250|hsa01100|hsa01232|hsa01240
1591	hsa00100|hsa01100|hsa04928|hsa05206
1592	hsa00830|hsa01100
1593	hsa00120|hsa01100|hsa03320|hsa04979
1594	hsa00100|hsa01100|hsa04928|hsa05152
1595	hsa00100|hsa01100
16	hsa00970
160	hsa04144|hsa04721|hsa04961|hsa05016
1600	hsa05017
160065	hsa04080
1601	hsa04144
160287	hsa00010|hsa00270|hsa00620|hsa00640|hsa01100|hsa04066|hsa04922|hsa05230
1603	hsa00510|hsa00513|hsa01100|hsa04141
1604	hsa04610|hsa04640|hsa05416
160428	hsa00670|hsa01100
1605	hsa04512|hsa05410|hsa05412|hsa05414|hsa05416
1606	hsa00561|hsa00564|hsa01100|hsa04070|hsa04072|hsa05231
1607	hsa00561|hsa00564|hsa01100|hsa04070|hsa04072|hsa05231
1608	hsa00561|hsa00564|hsa01100|hsa04070|hsa04072|hsa05231
160851	hsa00561|hsa00564|hsa01100|hsa04070|hsa04072|hsa05231
1609	hsa00561|hsa00564|hsa01100|hsa04070|hsa04072|hsa05231
161	hsa04144|hsa04721|hsa04961|hsa05016
1610	hsa00260|hsa00330|hsa00470|hsa01100|hsa04146
1612	hsa04140|hsa05200|hsa05219
1613	hsa04140|hsa05200|hsa05219
1615	hsa00970
1616	hsa04010|hsa04210|hsa05012|hsa05014|hsa05022|hsa05168
162	hsa04142|hsa05170
1621	hsa00350|hsa01100
1622	hsa03320
162239	hsa05168
162417	hsa00220|hsa01100|hsa01210|hsa01230
162466	hsa00564|hsa01100
162514	hsa04750
162605	hsa04915|hsa05150
162655	hsa05168
1628	hsa04710
1629	hsa00280|hsa00640|hsa01100
162962	hsa05168
162963	hsa05168
162966	hsa05168
162967	hsa05168
162972	hsa05168
162993	hsa05168
162998	hsa04740
163	hsa04144|hsa04721|hsa04961|hsa05016
1630	hsa04360|hsa05200|hsa05210
163049	hsa05168
163050	hsa05168
163051	hsa05168
163059	hsa05168
163071	hsa05168
163081	hsa05168
163087	hsa05168
163131	hsa05168
1632	hsa00071
163223	hsa05168
163227	hsa05168
163255	hsa05168
1633	hsa00230|hsa00240|hsa01100|hsa01232
1634	hsa04350|hsa05205
1635	hsa00240|hsa01100|hsa01232
1636	hsa04614|hsa04924|hsa05142|hsa05171|hsa05410|hsa05415
163688	hsa04014|hsa04015|hsa04020|hsa04022|hsa04024|hsa04070|hsa04114|hsa04218|hsa04261|hsa04270|hsa04371|hsa04625|hsa04713|hsa04720|hsa04722|hsa04728|hsa04740|hsa04744|hsa04750|hsa04910|hsa04912|hsa04915|hsa04916|hsa04921|hsa04922|hsa04924|hsa04925|hsa04970|hsa04971|hsa05010|hsa05012|hsa05022|hsa05031|hsa05034|hsa05133|hsa05152|hsa05163|hsa05167|hsa05170|hsa05200|hsa05214|hsa05417|hsa05418
163702	hsa04060|hsa04630
1638	hsa00350|hsa01100|hsa04916
1639	hsa04962|hsa05014|hsa05016|hsa05022|hsa05132
164	hsa04142|hsa05170
164091	hsa05207
1642	hsa03420|hsa04120|hsa05161|hsa05170|hsa05203
164284	hsa04310
1643	hsa03420|hsa04115|hsa04120|hsa05161|hsa05169|hsa05200|hsa05202|hsa05210|hsa05212|hsa05213|hsa05214|hsa05216|hsa05217|hsa05218|hsa05220|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226
1644	hsa00350|hsa00360|hsa00380|hsa01100|hsa04726|hsa04728|hsa05030|hsa05031|hsa05034
1645	hsa00140|hsa00980|hsa01100|hsa05208
1646	hsa00140|hsa05204|hsa05208
164668	hsa03250|hsa05170
1647	hsa04010|hsa04064|hsa04068|hsa04110|hsa04115|hsa04210|hsa04218|hsa05169|hsa05200|hsa05202|hsa05210|hsa05212|hsa05213|hsa05214|hsa05216|hsa05217|hsa05218|hsa05220|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226
1649	hsa04010|hsa04141|hsa04210|hsa04932|hsa05010|hsa05012|hsa05014|hsa05020|hsa05022|hsa05202|hsa05417
1650	hsa00510|hsa00513|hsa01100|hsa04141
165324	hsa04141
1654	hsa04622|hsa05161|hsa05203
1655	hsa03040|hsa05202|hsa05205
1656	hsa03018
1657	hsa04142
165829	hsa04080
1659	hsa03040
166012	hsa00532
166336	hsa04310
166378	hsa03008
1665	hsa03040
1667	hsa04621|hsa05150|hsa05202
1668	hsa04621|hsa05150|hsa05202
166824	hsa04390|hsa04392
1669	hsa04621|hsa05150|hsa05202
166929	hsa00600|hsa01100|hsa04071
1670	hsa04621|hsa05150|hsa05202
1671	hsa04621|hsa05150|hsa05202
1672	hsa02010|hsa05150
167227	hsa03018
1673	hsa04621|hsa04657|hsa05150
1674	hsa05410|hsa05412|hsa05414
1675	hsa04610|hsa05150|hsa05171
1676	hsa04210
1677	hsa04210
168391	hsa00512|hsa00514|hsa01100
168417	hsa05168
168620	hsa04950
169044	hsa04974
169270	hsa05168
169355	hsa00380|hsa01100|hsa01240|hsa05143
169841	hsa05168
170506	hsa03018
170572	hsa04726|hsa04742
170589	hsa04024|hsa04080
170712	hsa00190|hsa01100|hsa04260|hsa04714|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05208|hsa05415
170959	hsa05168
170960	hsa05168
171389	hsa04621
171392	hsa05168
171558	hsa04330|hsa05202
171568	hsa03020|hsa04623
1716	hsa00230|hsa01100|hsa01232
1717	hsa00100|hsa01100
1718	hsa00100|hsa01100
1719	hsa00670|hsa00790|hsa01100|hsa01240|hsa01523
1723	hsa00240|hsa01100|hsa01240
1727	hsa00520
1728	hsa00130|hsa01100|hsa01240|hsa05200|hsa05208|hsa05225|hsa05418
1729	hsa04510|hsa04810|hsa04933|hsa05131
1730	hsa04810
1731	hsa05100
1733	hsa04919
1734	hsa04919
1735	hsa04919
1736	hsa03008
1737	hsa00010|hsa00020|hsa00620|hsa01100|hsa01200
1738	hsa00010|hsa00020|hsa00260|hsa00280|hsa00310|hsa00380|hsa00620|hsa00630|hsa00640|hsa01100|hsa01200|hsa01240
1739	hsa04390|hsa04530|hsa04660|hsa05165|hsa05166|hsa05203
174	hsa04390
1740	hsa04390|hsa04530|hsa05165
1741	hsa04390|hsa04530|hsa05165
1742	hsa04390|hsa04724|hsa05016|hsa05022|hsa05030
1743	hsa00020|hsa00310|hsa00380|hsa01100|hsa01200
1749	hsa04550
175	hsa00511|hsa04142
1755	hsa04970
1756	hsa05410|hsa05412|hsa05414|hsa05416
1757	hsa00260|hsa01100
1758	hsa04512
1759	hsa04072|hsa04144|hsa04721|hsa04961|hsa05100
1763	hsa03030
1767	hsa05014|hsa05016|hsa05022
1768	hsa05014|hsa05016|hsa05022
1769	hsa05014|hsa05016|hsa05022
177	hsa04613|hsa04933|hsa05010|hsa05022|hsa05415|hsa05417
1770	hsa05014|hsa05016|hsa05022
1777	hsa04142
1778	hsa04145|hsa04962|hsa05132
178	hsa00500|hsa01100
1780	hsa04145|hsa04962|hsa05132
1781	hsa04145|hsa04962|hsa05132
1783	hsa04145|hsa04962|hsa05132
1785	hsa04072|hsa04144|hsa04666|hsa04721|hsa04961|hsa05100|hsa05132
1786	hsa00270|hsa01100|hsa05206
1788	hsa00270|hsa01100|hsa05206
1789	hsa00270|hsa01100|hsa05206
1791	hsa03450|hsa04640
1793	hsa04510|hsa04666|hsa04810|hsa05100|hsa05131|hsa05135
1794	hsa04062
1798	hsa00510|hsa01100
18	hsa00250|hsa00280|hsa00410|hsa00640|hsa00650|hsa01100|hsa04727
1803	hsa04974
1806	hsa00240|hsa00410|hsa00770|hsa00983|hsa01100
1807	hsa00240|hsa00410|hsa00770|hsa00983|hsa01100
1808	hsa04360
181	hsa04920
1811	hsa04972|hsa04978
1812	hsa04020|hsa04024|hsa04080|hsa04540|hsa04728|hsa05012|hsa05030|hsa05031|hsa05032|hsa05034
1813	hsa04015|hsa04024|hsa04080|hsa04540|hsa04728|hsa05012|hsa05030|hsa05034
1814	hsa04080|hsa04728
1815	hsa04080|hsa04728
1816	hsa04020|hsa04024|hsa04080|hsa04728
182	hsa01522|hsa04330|hsa04371|hsa04658|hsa04668|hsa05165|hsa05200|hsa05207|hsa05224
1824	hsa05412
1827	hsa04919|hsa04921|hsa05167
1828	hsa05150
1829	hsa05412
183	hsa04072|hsa04080|hsa04261|hsa04270|hsa04614|hsa04924|hsa04925|hsa04927|hsa04931|hsa04933|hsa04934|hsa05200|hsa05410|hsa05414|hsa05415
1832	hsa05412
1834	hsa04512
1836	hsa05208
1839	hsa01522|hsa04012|hsa04912|hsa04915|hsa04928|hsa05120|hsa05171|hsa05205|hsa05219
1840	hsa04330
1841	hsa00240|hsa01100|hsa01232
1843	hsa04010|hsa04726|hsa05012|hsa05418
1844	hsa04010
1845	hsa04010
1846	hsa04010
1847	hsa04010
1848	hsa04010|hsa05202|hsa05221
1849	hsa04010
185	hsa04020|hsa04022|hsa04072|hsa04080|hsa04261|hsa04270|hsa04371|hsa04614|hsa04924|hsa04925|hsa04927|hsa04933|hsa04934|hsa05171|hsa05200|hsa05415
1850	hsa04010
1852	hsa04010|hsa04550
1854	hsa00240|hsa00983|hsa01100|hsa01232
1855	hsa04150|hsa04310|hsa04330|hsa04390|hsa04550|hsa04916|hsa04934|hsa05010|hsa05022|hsa05165|hsa05200|hsa05217|hsa05224|hsa05225|hsa05226
1856	hsa04150|hsa04310|hsa04330|hsa04390|hsa04550|hsa04916|hsa04934|hsa05010|hsa05022|hsa05165|hsa05200|hsa05217|hsa05224|hsa05225|hsa05226
1857	hsa04150|hsa04310|hsa04330|hsa04390|hsa04550|hsa04916|hsa04934|hsa05010|hsa05022|hsa05165|hsa05200|hsa05217|hsa05224|hsa05225|hsa05226
186	hsa04080|hsa04261|hsa04614
1869	hsa01522|hsa04110|hsa04137|hsa04218|hsa04934|hsa05160|hsa05161|hsa05163|hsa05165|hsa05166|hsa05167|hsa05169|hsa05200|hsa05206|hsa05207|hsa05212|hsa05214|hsa05215|hsa05218|hsa05219|hsa05220|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226
187	hsa04080|hsa04371
1870	hsa01522|hsa04110|hsa04218|hsa04934|hsa05160|hsa05161|hsa05163|hsa05166|hsa05167|hsa05169|hsa05200|hsa05206|hsa05212|hsa05214|hsa05215|hsa05218|hsa05219|hsa05220|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226
1871	hsa01522|hsa04110|hsa04218|hsa04934|hsa05160|hsa05161|hsa05163|hsa05166|hsa05167|hsa05169|hsa05200|hsa05206|hsa05212|hsa05214|hsa05215|hsa05218|hsa05219|hsa05220|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226
1874	hsa04110|hsa04218|hsa04350
1875	hsa04110|hsa04218|hsa04350
189	hsa00250|hsa00260|hsa00630|hsa01100|hsa01200|hsa04146
1890	hsa00240|hsa00983|hsa01100|hsa01232|hsa05219
1891	hsa04146
1892	hsa00062|hsa00071|hsa00280|hsa00310|hsa00380|hsa00410|hsa00640|hsa00650|hsa01100|hsa01200|hsa01212
1896	hsa04060|hsa04064
19	hsa02010|hsa04975|hsa04979|hsa05417
190	hsa04927
1901	hsa04068|hsa04071|hsa04080
1902	hsa04015|hsa04072|hsa04080|hsa04151|hsa04540|hsa04810|hsa05130|hsa05200
1903	hsa04071|hsa04080
1906	hsa04024|hsa04066|hsa04080|hsa04270|hsa04668|hsa04916|hsa04924|hsa04926|hsa04933|hsa05200|hsa05410|hsa05418
1907	hsa04024|hsa04080|hsa04270|hsa04924
1908	hsa04024|hsa04080|hsa04270|hsa04924
1909	hsa04020|hsa04022|hsa04024|hsa04080|hsa04270|hsa04924|hsa05200
191	hsa00270|hsa01100
1910	hsa04020|hsa04022|hsa04080|hsa04916|hsa04926|hsa05200
1915	hsa03013|hsa05134|hsa05140
1917	hsa03013|hsa05134|hsa05140
192111	hsa04137|hsa04217|hsa04668
192134	hsa00512|hsa01100
192666	hsa04915|hsa05150
1937	hsa05134
1938	hsa04152|hsa04921
1942	hsa04010|hsa04014|hsa04015|hsa04151|hsa04360|hsa05206
1943	hsa04010|hsa04014|hsa04015|hsa04151|hsa04360|hsa05206
1944	hsa04010|hsa04014|hsa04015|hsa04151|hsa04360|hsa05206
1945	hsa04010|hsa04014|hsa04015|hsa04151|hsa04360|hsa05206
1946	hsa04010|hsa04014|hsa04015|hsa04151|hsa04360|hsa05206
1947	hsa04360
1948	hsa04360
1949	hsa04360
1950	hsa01521|hsa04010|hsa04012|hsa04014|hsa04015|hsa04020|hsa04066|hsa04068|hsa04072|hsa04151|hsa04510|hsa04540|hsa04630|hsa04810|hsa05160|hsa05165|hsa05200|hsa05207|hsa05208|hsa05210|hsa05212|hsa05213|hsa05214|hsa05215|hsa05218|hsa05219|hsa05223|hsa05224|hsa05226|hsa05231|hsa05235
1954	hsa04340
1956	hsa01521|hsa01522|hsa04010|hsa04012|hsa04014|hsa04015|hsa04020|hsa04066|hsa04068|hsa04072|hsa04144|hsa04151|hsa04510|hsa04520|hsa04540|hsa04630|hsa04810|hsa04912|hsa04915|hsa04921|hsa04926|hsa04928|hsa04934|hsa05120|hsa05131|hsa05160|hsa05163|hsa05165|hsa05171|hsa05200|hsa05205|hsa05206|hsa05207|hsa05208|hsa05210|hsa05212|hsa05213|hsa05214|hsa05215|hsa05218|hsa05219|hsa05223|hsa05224|hsa05225|hsa05226|hsa05230|hsa05231|hsa05235
1958	hsa04371|hsa04912|hsa04928|hsa04933|hsa05020|hsa05166
195814	hsa00830|hsa01100|hsa01240
1959	hsa04625|hsa05161|hsa05166|hsa05203
196	hsa04659|hsa04934|hsa05207|hsa05208
1960	hsa04625|hsa05161|hsa05203
196051	hsa00561|hsa00564
1962	hsa00071|hsa00280|hsa00310|hsa00380|hsa00410|hsa00640|hsa00650|hsa01100|hsa01212|hsa03320|hsa04146
196294	hsa03060
196335	hsa04740
196385	hsa05014|hsa05016|hsa05022
196403	hsa04330
1965	hsa04140|hsa04141|hsa04210|hsa04932|hsa05010|hsa05012|hsa05014|hsa05020|hsa05022|hsa05160|hsa05162|hsa05164|hsa05168|hsa05417
196513	hsa03018
196528	hsa05225
1967	hsa05168
196743	hsa04146
196883	hsa00230|hsa01100|hsa01522|hsa04015|hsa04020|hsa04022|hsa04024|hsa04062|hsa04072|hsa04114|hsa04211|hsa04213|hsa04261|hsa04270|hsa04371|hsa04540|hsa04611|hsa04713|hsa04714|hsa04723|hsa04724|hsa04725|hsa04727|hsa04742|hsa04750|hsa04911|hsa04912|hsa04913|hsa04914|hsa04915|hsa04916|hsa04918|hsa04921|hsa04923|hsa04925|hsa04926|hsa04927|hsa04928|hsa04934|hsa04935|hsa04970|hsa04971|hsa04972|hsa04976|hsa05032|hsa05163|hsa05166|hsa05200|hsa05207|hsa05414
1969	hsa04010|hsa04014|hsa04015|hsa04151|hsa04360
197257	hsa00620|hsa01100
197258	hsa00051|hsa00520|hsa01100|hsa01250
197259	hsa04217|hsa04668|hsa05132
197320	hsa05168
197322	hsa00061|hsa00280|hsa01100|hsa01212
197342	hsa03460
1975	hsa04150|hsa04151|hsa05205
1977	hsa01521|hsa04066|hsa04150|hsa04151|hsa04211|hsa04910
1978	hsa01521|hsa04012|hsa04066|hsa04150|hsa04151|hsa04152|hsa04211|hsa04218|hsa04910|hsa05163|hsa05165|hsa05168|hsa05207|hsa05221|hsa05231
1979	hsa04213
1981	hsa05416
1982	hsa05416
1991	hsa04613|hsa05202|hsa05322
1994	hsa04152|hsa04657
199692	hsa05168
199704	hsa05168
199713	hsa04621
199746	hsa03040|hsa05131
199857	hsa00510|hsa00513|hsa01100
2	hsa04610
20	hsa02010|hsa04142
2001	hsa04917
200186	hsa04151|hsa04152|hsa04922|hsa04931|hsa05166
2002	hsa04010|hsa04012|hsa04014|hsa04510|hsa04910|hsa04912|hsa04921|hsa05140|hsa05161|hsa05163|hsa05166|hsa05200|hsa05205|hsa05213|hsa05225
200315	hsa03250|hsa05170
200316	hsa03250|hsa05170
2005	hsa04010|hsa05166|hsa05202
200576	hsa00562|hsa01100|hsa04070|hsa04145|hsa04810
2006	hsa04974
200895	hsa00670|hsa00790|hsa01100|hsa01240|hsa01523
200909	hsa04726|hsa04742
200916	hsa03010|hsa05171
200931	hsa04976
200959	hsa04080|hsa04723|hsa04727|hsa05032|hsa05033
2010	hsa05410|hsa05412|hsa05414
201163	hsa04150|hsa05211
201254	hsa03460
201266	hsa05010|hsa05012
201514	hsa05168
201562	hsa00062|hsa01040|hsa01100|hsa01212
201595	hsa00510|hsa00513|hsa01100|hsa04141
201625	hsa05014|hsa05016|hsa05022
201633	hsa04514
2017	hsa04530|hsa05100|hsa05130|hsa05131|hsa05205
2021	hsa04210
2023	hsa00010|hsa01100|hsa01200|hsa01230|hsa03018|hsa04066
2026	hsa00010|hsa01100|hsa01200|hsa01230|hsa03018|hsa04066
2027	hsa00010|hsa01100|hsa01200|hsa01230|hsa03018|hsa04066
2028	hsa04614
203	hsa00230|hsa00730|hsa01100|hsa01232|hsa01240
2030	hsa05034
203068	hsa04145|hsa04540|hsa05010|hsa05012|hsa05014|hsa05016|hsa05020|hsa05022|hsa05130|hsa05132
203228	hsa04140|hsa05014|hsa05022
2033	hsa03250|hsa04024|hsa04066|hsa04068|hsa04110|hsa04310|hsa04330|hsa04350|hsa04520|hsa04630|hsa04720|hsa04916|hsa04919|hsa04922|hsa04935|hsa05016|hsa05152|hsa05161|hsa05164|hsa05165|hsa05166|hsa05167|hsa05200|hsa05203|hsa05206|hsa05211|hsa05215
2034	hsa05200|hsa05211
204	hsa00230|hsa00730|hsa01100|hsa01232|hsa01240
2041	hsa04360
2042	hsa04360
204219	hsa00600|hsa01100|hsa04071
2043	hsa04360
2044	hsa04360
2045	hsa04360
2046	hsa04360
2047	hsa04360
2048	hsa04360
204851	hsa04218
2049	hsa04360
204962	hsa05231
205	hsa00230|hsa00730|hsa01100|hsa01232|hsa01240
2050	hsa04360
2051	hsa04360
2052	hsa00980|hsa04976|hsa05204|hsa05207|hsa05208
2053	hsa00590|hsa01100|hsa04146|hsa05207|hsa05208
2054	hsa04130|hsa04721
2056	hsa04060|hsa04066|hsa04151|hsa04630|hsa04640|hsa05200
2057	hsa04060|hsa04151|hsa04630|hsa04640|hsa05200
2058	hsa00860|hsa00970|hsa01100|hsa01240
2060	hsa04144
206358	hsa04974
2064	hsa01521|hsa01522|hsa01524|hsa04010|hsa04012|hsa04020|hsa04066|hsa04151|hsa04510|hsa04520|hsa04530|hsa05200|hsa05205|hsa05206|hsa05212|hsa05213|hsa05215|hsa05219|hsa05223|hsa05224|hsa05226|hsa05230
2065	hsa01521|hsa04010|hsa04012|hsa04020|hsa04151|hsa05205|hsa05206
2066	hsa04010|hsa04012|hsa04020|hsa04151|hsa05014|hsa05205
2067	hsa01524|hsa03420|hsa03460
2068	hsa03022|hsa03420
2069	hsa04010|hsa04012|hsa04151|hsa05210
207	hsa01521|hsa01522|hsa01524|hsa04010|hsa04012|hsa04014|hsa04015|hsa04022|hsa04024|hsa04062|hsa04066|hsa04068|hsa04071|hsa04072|hsa04140|hsa04150|hsa04151|hsa04152|hsa04210|hsa04211|hsa04213|hsa04218|hsa04261|hsa04370|hsa04371|hsa04380|hsa04510|hsa04550|hsa04611|hsa04613|hsa04620|hsa04625|hsa04630|hsa04660|hsa04662|hsa04664|hsa04666|hsa04668|hsa04722|hsa04725|hsa04728|hsa04910|hsa04914|hsa04915|hsa04917|hsa04919|hsa04920|hsa04922|hsa04923|hsa04926|hsa04929|hsa04931|hsa04932|hsa04933|hsa04935|hsa04936|hsa04973|hsa05010|hsa05017|hsa05131|hsa05132|hsa05135|hsa05142|hsa05145|hsa05152|hsa05160|hsa05161|hsa05162|hsa05163|hsa05164|hsa05165|hsa05166|hsa05167|hsa05168|hsa05169|hsa05170|hsa05200|hsa05205|hsa05207|hsa05208|hsa05210|hsa05211|hsa05212|hsa05213|hsa05214|hsa05215|hsa05218|hsa05220|hsa05221|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226|hsa05230|hsa05231|hsa05235|hsa05415|hsa05417|hsa05418
2071	hsa03022|hsa03420
2072	hsa03420|hsa03460
2073	hsa03420
2074	hsa03420
2078	hsa05202|hsa05215
208	hsa01521|hsa01522|hsa01524|hsa04010|hsa04012|hsa04014|hsa04015|hsa04022|hsa04024|hsa04062|hsa04066|hsa04068|hsa04071|hsa04072|hsa04140|hsa04150|hsa04151|hsa04152|hsa04210|hsa04211|hsa04213|hsa04218|hsa04261|hsa04370|hsa04371|hsa04380|hsa04510|hsa04550|hsa04611|hsa04613|hsa04620|hsa04625|hsa04630|hsa04660|hsa04662|hsa04664|hsa04666|hsa04668|hsa04722|hsa04725|hsa04728|hsa04910|hsa04914|hsa04915|hsa04917|hsa04919|hsa04920|hsa04922|hsa04923|hsa04926|hsa04929|hsa04931|hsa04932|hsa04933|hsa04935|hsa04936|hsa04973|hsa05010|hsa05017|hsa05131|hsa05132|hsa05135|hsa05142|hsa05145|hsa05152|hsa05160|hsa05161|hsa05162|hsa05163|hsa05164|hsa05165|hsa05166|hsa05167|hsa05168|hsa05169|hsa05170|hsa05200|hsa05205|hsa05207|hsa05208|hsa05210|hsa05211|hsa05212|hsa05213|hsa05214|hsa05215|hsa05218|hsa05220|hsa05221|hsa05222|hsa05223|hsa05224|hsa05225|hsa05226|hsa05230|hsa05231|hsa05235|hsa05415|hsa05417|hsa05418
2081	hsa04140|hsa04141|hsa04210|hsa04932|hsa05010|hsa05012|hsa05014|hsa05016|hsa05017|hsa05022|hsa05417
2091	hsa03008
2098	hsa01100|hsa01200
2099	hsa01522|hsa04915|hsa04917|hsa04919|hsa04961|hsa05200|hsa05205|hsa05207|hsa05224
21	hsa02010
210	hsa00860|hsa01100|hsa01240
2100	hsa01522|hsa04915|hsa04917|hsa04929|hsa05200|hsa05207|hsa05224
2103	hsa04550
2107	hsa03015
211	hsa00260|hsa00860|hsa01100|hsa01240
2113	hsa04014|hsa04218|hsa05166|hsa05200|hsa05211
2114	hsa04014|hsa05166
2115	hsa05202
2118	hsa05202
2119	hsa05202|hsa05215
212	hsa00260|hsa00860|hsa01100|hsa01240
2120	hsa05202
2121	hsa04340
2122	hsa00310|hsa01100|hsa04010|hsa05200|hsa05220
213	hsa04918
2130	hsa05202
2131	hsa00534|hsa01100
2132	hsa00534|hsa01100
2134	hsa00534|hsa01100
2135	hsa00534|hsa01100
2137	hsa00534|hsa01100
2138	hsa05202
214	hsa04514
2145	hsa00310|hsa01100
2146	hsa00310|hsa01100|hsa05206
2147	hsa04072|hsa04080|hsa04610|hsa04611|hsa04810|hsa05130|hsa05171|hsa05200
2149	hsa04015|hsa04020|hsa04024|hsa04072|hsa04080|hsa04151|hsa04610|hsa04611|hsa04810|hsa05130|hsa05200
215	hsa02010|hsa04146
2150	hsa04080|hsa04750|hsa05143
2151	hsa04080|hsa04610
2152	hsa04610|hsa04933
2153	hsa04610
2155	hsa04610
2157	hsa04610
2158	hsa04610
2159	hsa04610
216	hsa00830|hsa01100
2160	hsa04610
2161	hsa04610
2162	hsa04610|hsa05171
2165	hsa04610|hsa05171
2166	hsa04723
2167	hsa03320|hsa04923
2168	hsa03320|hsa04936|hsa04975
2169	hsa03320|hsa04975
217	hsa00010|hsa00053|hsa00071|hsa00280|hsa00310|hsa00330|hsa00340|hsa00380|hsa00410|hsa00561|hsa00620|hsa00770|hsa01100|hsa01240|hsa04936
2170	hsa03320
2171	hsa03320
2172	hsa03320
2173	hsa03320
2175	hsa03460
2176	hsa03460
2177	hsa03460
2178	hsa03460
218	hsa00010|hsa00340|hsa00350|hsa00360|hsa00410|hsa00980|hsa00982|hsa01100
